,Yaş,Kilometre,Motor Hacmi,Motor Gücü,Ortalama Yakıt Tüketimi,Depo Hacmi,Fiyat,log_Fiyat,Ford,Opel,Renault,Skoda,Toyota,Volkswagen,Vites Tipi,Hasar Durumu,Depo_Hacmi_Kullanabilirliği,Ters_Motor_Gücü,Yakıt_Ekonomisi,Engine_Ratio
1636,12,158000.0,1390,122,6.0,55.0,698000,13.45597438174451,False,False,False,False,False,True,1.5,1,9.166666666666666,0.00819672131147541,0.04918032786885246,11.39344262295082
1637,7,58000.0,1197,105,5.0,55.0,910000,13.721199878493033,False,False,False,False,False,True,1.0,1,11.0,0.009523809523809525,0.04761904761904762,11.4
1638,12,260000.0,1598,105,4.2,45.0,709000,13.471610805514265,False,False,False,False,False,True,1.0,1,10.714285714285714,0.009523809523809525,0.04000000000000001,15.219047619047618
1639,11,172000.0,1598,105,4.7,55.0,800000,13.592367006650065,False,False,False,False,False,True,1.5,1,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
1640,0,6500.0,999,80,5.1,40.0,864000,13.669328047786193,False,False,False,False,False,True,1.0,1,7.843137254901961,0.0125,0.06375,12.4875
1641,11,90000.0,1199,75,3.4,45.0,650000,13.38472764187182,False,False,False,False,False,True,1.0,0,13.23529411764706,0.013333333333333334,0.04533333333333334,15.986666666666666
1645,7,148000.0,1422,90,3.4,45.0,675000,13.422467969854667,False,False,False,False,False,True,1.0,1,13.23529411764706,0.011111111111111112,0.03777777777777778,15.8
1646,8,140500.0,1422,90,3.4,45.0,645000,13.37700559577791,False,False,False,False,False,True,1.0,1,13.23529411764706,0.011111111111111112,0.03777777777777778,15.8
1647,13,133000.0,1390,122,6.3,55.0,600000,13.304684934198283,False,False,False,False,False,True,1.5,0,8.730158730158731,0.00819672131147541,0.051639344262295085,11.39344262295082
1648,8,98000.0,1197,105,4.9,50.0,639000,13.367659733359671,False,False,False,False,False,True,1.0,0,10.204081632653061,0.009523809523809525,0.046666666666666676,11.4
1649,8,130600.0,1197,105,4.9,50.0,755000,13.534473028231162,False,False,False,False,False,True,1.0,0,10.204081632653061,0.009523809523809525,0.046666666666666676,11.4
1650,10,162000.0,1598,105,4.5,55.0,704000,13.46453363514018,False,False,False,False,False,True,1.0,1,12.222222222222221,0.009523809523809525,0.04285714285714286,15.219047619047618
1651,6,75000.0,1598,120,4.0,66.0,1220000,14.01436141670944,False,False,False,False,False,True,1.5,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1652,10,275000.0,1199,75,3.8,45.0,555000,13.226723392728571,False,False,False,False,False,True,1.0,0,11.842105263157896,0.013333333333333334,0.050666666666666665,15.986666666666666
1653,8,126000.0,1197,105,4.8,50.0,863000,13.668169970065565,False,False,False,False,False,True,1.5,0,10.416666666666668,0.009523809523809525,0.045714285714285714,11.4
1654,7,90000.0,1395,125,5.0,50.0,900000,13.710150042306449,False,False,False,False,False,True,1.5,0,10.0,0.008,0.04,11.16
1655,9,223000.0,1598,105,4.7,55.0,765000,13.547631112808673,False,False,False,False,False,True,1.5,0,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
1657,13,240000.0,1390,122,6.4,55.0,735000,13.507625778194974,False,False,False,False,False,True,1.0,1,8.59375,0.00819672131147541,0.05245901639344263,11.39344262295082
1658,7,169000.0,1598,120,4.0,66.0,1180000,13.981024996441848,False,False,False,False,False,True,1.5,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1659,9,130000.0,1199,75,3.8,45.0,585000,13.279367126213993,False,False,False,False,False,True,1.0,1,11.842105263157896,0.013333333333333334,0.050666666666666665,15.986666666666666
1660,5,66000.0,1598,120,4.0,59.0,1400000,14.151982794585487,False,False,False,False,False,True,1.5,1,14.75,0.008333333333333333,0.03333333333333333,13.316666666666666
1662,6,115000.0,1598,115,4.2,50.0,995000,13.81049801614073,False,False,False,False,False,True,1.5,1,11.904761904761905,0.008695652173913044,0.036521739130434785,13.895652173913044
1663,8,253000.0,1598,120,4.0,66.0,935000,13.748301808270824,False,False,False,False,False,True,1.5,0,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1665,3,78000.0,1498,150,5.3,66.0,1390000,14.144814305106875,False,False,False,False,False,True,1.5,1,12.452830188679245,0.006666666666666667,0.035333333333333335,9.986666666666666
1666,8,176000.0,1197,110,4.9,50.0,975000,13.790192749979985,False,False,False,False,False,True,1.5,1,10.204081632653061,0.00909090909090909,0.04454545454545455,10.881818181818181
1667,7,91000.0,999,75,5.1,45.0,615000,13.329377546788654,False,False,False,False,False,True,1.0,1,8.823529411764707,0.013333333333333334,0.068,13.32
1669,9,232000.0,1390,160,6.0,55.0,735000,13.507625778194974,False,False,False,False,False,True,1.5,0,9.166666666666666,0.00625,0.037500000000000006,8.6875
1670,8,200000.0,1598,120,4.0,66.0,1250000,14.038654109278484,False,False,False,False,False,True,1.5,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1671,13,330000.0,1598,105,4.7,55.0,510000,13.142166004700508,False,False,False,False,False,True,1.5,1,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
1672,8,130000.0,1197,105,5.0,55.0,770000,13.554145793829866,False,False,False,False,False,True,1.0,1,11.0,0.009523809523809525,0.04761904761904762,11.4
1673,7,91500.0,1395,150,5.2,55.0,1025000,13.840203170554645,False,False,False,False,False,True,1.5,1,10.576923076923077,0.006666666666666667,0.03466666666666667,9.3
1675,4,42000.0,1598,120,4.0,66.0,1430750,14.17370934027135,False,False,False,False,False,True,1.5,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1676,8,70000.0,1395,125,5.0,66.0,1425000,14.169682371684887,False,False,False,False,False,True,1.5,1,13.2,0.008,0.04,11.16
1677,6,85000.0,1197,90,4.7,45.0,899000,13.709038313453757,False,False,False,False,False,True,1.5,1,9.574468085106382,0.011111111111111112,0.052222222222222225,13.3
1678,9,70000.0,1598,105,4.7,55.0,985000,13.800396920154226,False,False,False,False,False,True,1.5,1,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
1679,10,121000.0,1197,105,4.9,50.0,805000,13.5985975564007,False,False,False,False,False,True,1.0,1,10.204081632653061,0.009523809523809525,0.046666666666666676,11.4
1680,3,17880.0,1498,150,5.3,66.0,1470000,14.20077295875492,False,False,False,False,False,True,1.5,1,12.452830188679245,0.006666666666666667,0.035333333333333335,9.986666666666666
1681,5,83559.0,999,110,5.0,50.0,1056000,13.869998743248344,False,False,False,False,False,True,1.5,1,10.0,0.00909090909090909,0.045454545454545456,9.081818181818182
1682,3,80900.0,1498,150,5.3,66.0,1423000,14.16827787707199,False,False,False,False,False,True,1.5,1,12.452830188679245,0.006666666666666667,0.035333333333333335,9.986666666666666
1683,13,250000.0,1598,90,4.2,45.0,616500,13.331813601586536,False,False,False,False,False,True,1.0,1,10.714285714285714,0.011111111111111112,0.04666666666666667,17.755555555555556
1684,13,245000.0,1598,90,4.2,45.0,587500,13.283631525000452,False,False,False,False,False,True,1.0,1,10.714285714285714,0.011111111111111112,0.04666666666666667,17.755555555555556
1685,10,107448.0,1598,105,4.7,55.0,795000,13.58609739363647,False,False,False,False,False,True,1.5,1,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
1686,8,117450.0,1197,90,4.7,45.0,750000,13.527828485512494,False,False,False,False,False,True,1.5,1,9.574468085106382,0.011111111111111112,0.052222222222222225,13.3
1687,10,85294.0,1197,105,5.4,55.0,814900,13.610820685308312,False,False,False,False,False,True,1.5,1,10.185185185185185,0.009523809523809525,0.051428571428571435,11.4
1688,7,50466.0,1197,110,4.9,50.0,985000,13.800396920154226,False,False,False,False,False,True,1.5,1,10.204081632653061,0.00909090909090909,0.04454545454545455,10.881818181818181
1689,5,22927.0,999,110,5.1,50.0,1049900,13.864205479503033,False,False,False,False,False,True,1.0,1,9.803921568627452,0.00909090909090909,0.04636363636363636,9.081818181818182
1691,7,265000.0,1598,110,3.9,50.0,895000,13.704578997256993,False,False,False,False,False,True,1.5,1,12.820512820512821,0.00909090909090909,0.035454545454545454,14.527272727272727
1693,12,133826.0,1390,122,6.3,55.0,675000,13.422467969854667,False,False,False,False,False,True,1.5,1,8.730158730158731,0.00819672131147541,0.051639344262295085,11.39344262295082
1695,10,110000.0,1390,160,6.6,55.0,885000,13.693342923990066,False,False,False,False,False,True,1.0,1,8.333333333333334,0.00625,0.04125,8.6875
1697,2,21000.0,999,95,4.6,40.0,857000,13.661193197579918,False,False,False,False,False,True,1.5,1,8.695652173913045,0.010526315789473684,0.04842105263157894,10.51578947368421
1698,3,92000.0,1598,95,3.9,40.0,839000,13.639965985449344,False,False,False,False,False,True,1.5,1,10.256410256410257,0.010526315789473684,0.04105263157894737,16.821052631578947
1700,10,100000.0,1197,105,5.9,55.0,830000,13.62918097977278,False,False,False,False,False,True,1.5,1,9.322033898305085,0.009523809523809525,0.0561904761904762,11.4
1703,5,124000.0,1598,120,4.0,66.0,1110000,13.919870573288517,False,False,False,False,False,True,1.5,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1704,8,108200.0,1598,110,3.9,50.0,1095000,13.906264921232738,False,False,False,False,False,True,1.5,1,12.820512820512821,0.00909090909090909,0.035454545454545454,14.527272727272727
1705,9,97000.0,1197,105,5.4,55.0,850000,13.652991628466498,False,False,False,False,False,True,1.5,1,10.185185185185185,0.009523809523809525,0.051428571428571435,11.4
1706,8,181000.0,1598,105,4.7,55.0,690000,13.444446876573442,False,False,False,False,False,True,1.5,0,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
1707,7,83000.0,1598,110,3.9,50.0,1075000,13.8878312195439,False,False,False,False,False,True,1.5,1,12.820512820512821,0.00909090909090909,0.035454545454545454,14.527272727272727
1708,8,220000.0,1598,110,3.9,50.0,930000,13.742939865129438,False,False,False,False,False,True,1.5,1,12.820512820512821,0.00909090909090909,0.035454545454545454,14.527272727272727
1709,13,124500.0,1390,85,5.9,45.0,645000,13.37700559577791,False,False,False,False,False,True,1.0,1,7.627118644067796,0.011764705882352941,0.06941176470588235,16.352941176470587
1710,8,187000.0,1598,120,4.0,66.0,1125000,13.933293593620657,False,False,False,False,False,True,1.5,0,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1712,6,123000.0,1598,115,4.2,50.0,849000,13.651814465293484,False,False,False,False,False,True,1.5,0,11.904761904761905,0.008695652173913044,0.036521739130434785,13.895652173913044
1713,7,129000.0,1598,110,3.9,50.0,825000,13.623138665316818,False,False,False,False,False,True,1.5,1,12.820512820512821,0.00909090909090909,0.035454545454545454,14.527272727272727
1714,3,80000.0,1498,150,5.3,66.0,1185000,13.985253332551368,False,False,False,False,False,True,1.5,0,12.452830188679245,0.006666666666666667,0.035333333333333335,9.986666666666666
1715,5,90000.0,1598,115,4.2,50.0,907900,13.718889519359848,False,False,False,False,False,True,1.5,0,11.904761904761905,0.008695652173913044,0.036521739130434785,13.895652173913044
1716,12,294000.0,1598,105,4.5,55.0,415000,12.936033799212835,False,False,False,False,False,True,1.0,0,12.222222222222221,0.009523809523809525,0.04285714285714286,15.219047619047618
1717,10,232000.0,1598,105,3.9,50.0,745000,13.521139497361697,False,False,False,False,False,True,1.5,0,12.820512820512821,0.009523809523809525,0.037142857142857144,15.219047619047618
1718,11,45500.0,1390,122,6.0,55.0,850000,13.652991628466498,False,False,False,False,False,True,1.5,0,9.166666666666666,0.00819672131147541,0.04918032786885246,11.39344262295082
1719,8,118000.0,1598,120,4.0,66.0,1465000,14.197365800433305,False,False,False,False,False,True,1.5,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1720,7,157144.0,1422,90,3.5,45.0,825000,13.623138665316818,False,False,False,False,False,True,1.5,1,12.857142857142858,0.011111111111111112,0.03888888888888889,15.8
1721,10,194000.0,1395,140,4.7,50.0,949500,13.763690809234477,False,False,False,False,False,True,1.5,1,10.638297872340425,0.007142857142857143,0.03357142857142857,9.964285714285714
1723,8,92100.0,1197,110,4.9,50.0,660000,13.399995114002609,False,False,False,False,False,True,1.0,0,10.204081632653061,0.00909090909090909,0.04454545454545455,10.881818181818181
1724,13,206000.0,1598,105,4.5,55.0,685000,13.437174117244362,False,False,False,False,False,True,1.0,1,12.222222222222221,0.009523809523809525,0.04285714285714286,15.219047619047618
1725,6,188000.0,1598,120,4.0,66.0,1210000,14.006130917572923,False,False,False,False,False,True,1.5,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1727,2,78500.0,999,95,4.6,40.0,945000,13.758940206475879,False,False,False,False,False,True,1.5,1,8.695652173913045,0.010526315789473684,0.04842105263157894,10.51578947368421
1728,10,168000.0,1598,90,4.3,45.0,626900,13.34854231726206,False,False,False,False,False,True,1.5,0,10.465116279069768,0.011111111111111112,0.04777777777777778,17.755555555555556
1729,8,125000.0,1598,120,4.0,66.0,1205000,14.001990124906893,False,False,False,False,False,True,1.0,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1730,10,182000.0,1598,90,4.3,45.0,750000,13.527828485512494,False,False,False,False,False,True,1.5,0,10.465116279069768,0.011111111111111112,0.04777777777777778,17.755555555555556
1731,8,10000.0,1422,90,3.4,45.0,752000,13.530491602931978,False,False,False,False,False,True,1.0,0,13.23529411764706,0.011111111111111112,0.03777777777777778,15.8
1732,7,217000.0,1395,125,5.1,66.0,1055000,13.869051324892304,False,False,False,False,False,True,1.5,0,12.941176470588236,0.008,0.040799999999999996,11.16
1734,5,59000.0,1395,125,5.3,50.0,1095000,13.906264921232738,False,False,False,False,False,True,1.5,1,9.433962264150944,0.008,0.0424,11.16
1735,4,66500.0,1598,120,4.0,59.0,1415000,14.162640089059476,False,False,False,False,False,True,1.5,1,14.75,0.008333333333333333,0.03333333333333333,13.316666666666666
1736,4,39000.0,1598,115,4.2,50.0,1425000,14.169682371684887,False,False,False,False,False,True,1.5,1,11.904761904761905,0.008695652173913044,0.036521739130434785,13.895652173913044
1737,11,240000.0,1598,105,4.5,55.0,655000,13.39239051461739,False,False,False,False,False,True,1.0,1,12.222222222222221,0.009523809523809525,0.04285714285714286,15.219047619047618
1738,11,190000.0,1197,105,5.4,55.0,710000,13.473020249017498,False,False,False,False,False,True,1.5,1,10.185185185185185,0.009523809523809525,0.051428571428571435,11.4
1739,8,156000.0,1395,125,5.2,50.0,805000,13.5985975564007,False,False,False,False,False,True,1.0,1,9.615384615384615,0.008,0.041600000000000005,11.16
1740,4,31000.0,1498,150,5.1,50.0,1215000,14.010254634756786,False,False,False,False,False,True,1.5,1,9.803921568627452,0.006666666666666667,0.034,9.986666666666666
1741,10,158000.0,1395,122,5.2,50.0,865000,13.670484785914017,False,False,False,False,False,True,1.0,1,9.615384615384615,0.00819672131147541,0.042622950819672135,11.434426229508198
1742,7,155000.0,1422,75,3.6,45.0,672500,13.418757390458131,False,False,False,False,False,True,1.0,1,12.5,0.013333333333333334,0.048,18.96
1743,11,180000.0,1390,85,5.9,45.0,595000,13.296316684527767,False,False,False,False,False,True,1.0,1,7.627118644067796,0.011764705882352941,0.06941176470588235,16.352941176470587
1744,8,90000.0,1197,90,4.7,45.0,700000,13.458835614025542,False,False,False,False,False,True,1.0,1,9.574468085106382,0.011111111111111112,0.052222222222222225,13.3
1746,9,123000.0,1598,105,4.7,55.0,849000,13.651814465293484,False,False,False,False,False,True,1.5,0,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
1747,9,44000.0,1197,105,5.7,55.0,850000,13.652991628466498,False,False,False,False,False,True,1.0,1,9.649122807017543,0.009523809523809525,0.05428571428571429,11.4
1748,3,117735.0,1498,150,5.3,66.0,1249000,14.037853789107714,False,False,False,False,False,True,1.5,0,12.452830188679245,0.006666666666666667,0.035333333333333335,9.986666666666666
1749,8,85000.0,1197,105,4.9,50.0,740000,13.514405465180353,False,False,False,False,False,True,1.0,1,10.204081632653061,0.009523809523809525,0.046666666666666676,11.4
1751,11,168000.0,1598,90,4.3,45.0,625000,13.345506928718539,False,False,False,False,False,True,1.5,1,10.465116279069768,0.011111111111111112,0.04777777777777778,17.755555555555556
1752,8,40000.0,1395,125,5.0,50.0,960000,13.77468856344402,False,False,False,False,False,True,1.5,1,10.0,0.008,0.04,11.16
1755,2,59000.0,1498,150,5.3,66.0,1400000,14.151982794585487,False,False,False,False,False,True,1.5,1,12.452830188679245,0.006666666666666667,0.035333333333333335,9.986666666666666
1757,5,108000.0,1395,125,5.0,66.0,1300000,14.077874822431765,False,False,False,False,False,True,1.5,1,13.2,0.008,0.04,11.16
1758,10,144000.0,1197,105,5.7,55.0,735000,13.507625778194974,False,False,False,False,False,True,1.0,0,9.649122807017543,0.009523809523809525,0.05428571428571429,11.4
1759,7,88500.0,1395,125,5.0,55.0,950000,13.764217263576723,False,False,False,False,False,True,1.5,1,11.0,0.008,0.04,11.16
1760,4,30500.0,999,95,4.6,40.0,895000,13.704578997256993,False,False,False,False,False,True,1.5,1,8.695652173913045,0.010526315789473684,0.04842105263157894,10.51578947368421
1761,6,98000.0,1598,120,4.0,59.0,1315000,14.089347223594002,False,False,False,False,False,True,1.5,0,14.75,0.008333333333333333,0.03333333333333333,13.316666666666666
1762,5,101431.0,1395,125,5.0,66.0,1335900,14.105115779977904,False,False,False,False,False,True,1.5,0,13.2,0.008,0.04,11.16
1763,7,274000.0,1598,120,4.0,66.0,970000,13.785051350479566,False,False,False,False,False,True,1.0,0,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1765,7,133000.0,1422,90,3.5,45.0,825000,13.623138665316818,False,False,False,False,False,True,1.5,1,12.857142857142858,0.011111111111111112,0.03888888888888889,15.8
1767,10,120000.0,1198,70,5.5,45.0,615000,13.329377546788654,False,False,False,False,False,True,1.0,0,8.181818181818182,0.014285714285714285,0.07857142857142857,17.114285714285714
1768,9,88070.0,1197,90,4.7,45.0,715000,13.480037821676145,False,False,False,False,False,True,1.0,1,9.574468085106382,0.011111111111111112,0.052222222222222225,13.3
1769,11,250000.0,1198,70,5.5,45.0,429000,12.969212197910155,False,False,False,False,False,True,1.0,1,8.181818181818182,0.014285714285714285,0.07857142857142857,17.114285714285714
1770,7,124000.0,1598,120,4.0,66.0,1160000,13.963930563082547,False,False,False,False,False,True,1.5,0,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1772,7,235000.0,1598,110,3.9,50.0,824750,13.622835589090828,False,False,False,False,False,True,1.5,1,12.820512820512821,0.00909090909090909,0.035454545454545454,14.527272727272727
1773,7,74000.0,1395,125,5.3,66.0,960000,13.77468856344402,False,False,False,False,False,True,1.0,0,12.452830188679245,0.008,0.0424,11.16
1774,9,156000.0,1598,90,3.8,50.0,780000,13.567049198665774,False,False,False,False,False,True,1.0,0,13.157894736842106,0.011111111111111112,0.042222222222222223,17.755555555555556
1776,10,94000.0,1390,85,5.9,45.0,619750,13.337071449897437,False,False,False,False,False,True,1.0,1,7.627118644067796,0.011764705882352941,0.06941176470588235,16.352941176470587
1777,10,124500.0,1390,122,6.2,55.0,760000,13.541073712262515,False,False,False,False,False,True,1.0,0,8.870967741935484,0.00819672131147541,0.05081967213114755,11.39344262295082
1778,8,98500.0,1598,110,3.8,50.0,945000,13.758940206475879,False,False,False,False,False,True,1.0,1,13.157894736842106,0.00909090909090909,0.03454545454545454,14.527272727272727
1779,10,126000.0,1199,75,3.8,45.0,645000,13.37700559577791,False,False,False,False,False,True,1.0,1,11.842105263157896,0.013333333333333334,0.050666666666666665,15.986666666666666
1780,6,71000.0,1395,125,5.0,55.0,910000,13.721199878493033,False,False,False,False,False,True,1.5,0,11.0,0.008,0.04,11.16
1781,10,123000.0,1197,105,4.9,50.0,715000,13.480037821676145,False,False,False,False,False,True,1.0,1,10.204081632653061,0.009523809523809525,0.046666666666666676,11.4
1782,7,58000.0,1197,105,4.9,55.0,915000,13.726679344257658,False,False,False,False,False,True,1.5,0,11.224489795918366,0.009523809523809525,0.046666666666666676,11.4
1784,4,88000.0,1598,115,4.2,50.0,1300000,14.077874822431765,False,False,False,False,False,True,1.5,1,11.904761904761905,0.008695652173913044,0.036521739130434785,13.895652173913044
1785,12,103000.0,1390,85,5.8,45.0,725000,13.493926933836812,False,False,False,False,False,True,1.5,0,7.758620689655173,0.011764705882352941,0.06823529411764706,16.352941176470587
1786,7,181000.0,1598,120,4.0,66.0,1060000,13.87377946608825,False,False,False,False,False,True,1.5,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1787,8,209000.0,1598,120,4.0,66.0,1125000,13.933293593620657,False,False,False,False,False,True,1.5,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1788,12,171000.0,1197,105,5.7,55.0,700000,13.458835614025542,False,False,False,False,False,True,1.0,1,9.649122807017543,0.009523809523809525,0.05428571428571429,11.4
1789,5,69500.0,1598,120,4.0,66.0,1185000,13.985253332551368,False,False,False,False,False,True,1.5,0,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1792,12,204000.0,1598,105,4.5,55.0,650000,13.38472764187182,False,False,False,False,False,True,1.0,1,12.222222222222221,0.009523809523809525,0.04285714285714286,15.219047619047618
1793,4,61000.0,1598,120,4.0,66.0,1429000,14.172485456912005,False,False,False,False,False,True,1.5,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1794,10,135000.0,1390,85,5.9,45.0,675000,13.422467969854667,False,False,False,False,False,True,1.0,1,7.627118644067796,0.011764705882352941,0.06941176470588235,16.352941176470587
1795,13,253000.0,1598,105,4.7,55.0,588000,13.284482226880764,False,False,False,False,False,True,1.0,0,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
1797,5,35500.0,1598,120,4.0,66.0,1360000,14.122995257712235,False,False,False,False,False,True,1.5,0,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1798,10,135000.0,1198,70,5.5,45.0,567000,13.248114582709889,False,False,False,False,False,True,1.0,1,8.181818181818182,0.014285714285714285,0.07857142857142857,17.114285714285714
1799,10,197000.0,1390,122,6.0,55.0,745000,13.521139497361697,False,False,False,False,False,True,1.5,0,9.166666666666666,0.00819672131147541,0.04918032786885246,11.39344262295082
1800,11,214500.0,1199,75,3.8,45.0,570000,13.253391639810733,False,False,False,False,False,True,1.0,0,11.842105263157896,0.013333333333333334,0.050666666666666665,15.986666666666666
1802,3,70179.0,999,95,4.6,40.0,879000,13.686540176667314,False,False,False,False,False,True,1.5,1,8.695652173913045,0.010526315789473684,0.04842105263157894,10.51578947368421
1803,7,80000.0,1395,125,5.2,50.0,950000,13.764217263576723,False,False,False,False,False,True,1.0,1,9.615384615384615,0.008,0.041600000000000005,11.16
1804,8,150000.0,1395,150,5.1,66.0,1294000,14.073248754042982,False,False,False,False,False,True,1.5,1,12.941176470588236,0.006666666666666667,0.034,9.3
1805,8,200000.0,1598,110,3.9,50.0,850000,13.652991628466498,False,False,False,False,False,True,1.5,1,12.820512820512821,0.00909090909090909,0.035454545454545454,14.527272727272727
1806,1,13000.0,999,110,4.4,50.0,995000,13.81049801614073,False,False,False,False,False,True,1.0,1,11.363636363636363,0.00909090909090909,0.04,9.081818181818182
1807,9,272000.0,1598,105,4.7,55.0,645000,13.37700559577791,False,False,False,False,False,True,1.5,0,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
1808,11,263000.0,1199,75,3.8,45.0,535000,13.190022025878143,False,False,False,False,False,True,1.0,0,11.842105263157896,0.013333333333333334,0.050666666666666665,15.986666666666666
1809,7,130000.0,1395,125,5.0,55.0,975000,13.790192749979985,False,False,False,False,False,True,1.5,1,11.0,0.008,0.04,11.16
1810,6,189000.0,1197,105,4.9,55.0,875000,13.681979165339751,False,False,False,False,False,True,1.5,1,11.224489795918366,0.009523809523809525,0.046666666666666676,11.4
1812,8,137000.0,1598,120,4.0,66.0,1165000,13.968231644981937,False,False,False,False,False,True,1.5,0,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1813,7,120000.0,1395,125,5.0,50.0,870000,13.676248490630767,False,False,False,False,False,True,1.5,1,10.0,0.008,0.04,11.16
1814,10,140000.0,1198,70,5.5,45.0,460000,13.038981768465277,False,False,False,False,False,True,1.0,1,8.181818181818182,0.014285714285714285,0.07857142857142857,17.114285714285714
1815,6,36000.0,1598,115,4.2,50.0,1350000,14.115615150414612,False,False,False,False,False,True,1.5,1,11.904761904761905,0.008695652173913044,0.036521739130434785,13.895652173913044
1816,12,249628.0,1598,105,4.7,55.0,655000,13.39239051461739,False,False,False,False,False,True,1.5,0,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
1817,5,94503.0,1395,125,5.0,66.0,1084000,13.896168460981729,False,False,False,False,False,True,1.5,1,13.2,0.008,0.04,11.16
1818,6,140000.0,1598,120,4.0,59.0,1320000,14.093142294562554,False,False,False,False,False,True,1.5,0,14.75,0.008333333333333333,0.03333333333333333,13.316666666666666
1819,3,120000.0,1498,150,5.3,66.0,1139000,13.945661242429319,False,False,False,False,False,True,1.5,0,12.452830188679245,0.006666666666666667,0.035333333333333335,9.986666666666666
1820,3,81000.0,1498,150,5.3,66.0,1249000,14.037853789107714,False,False,False,False,False,True,1.5,1,12.452830188679245,0.006666666666666667,0.035333333333333335,9.986666666666666
1821,10,162000.0,1199,75,3.8,45.0,685000,13.437174117244362,False,False,False,False,False,True,1.0,1,11.842105263157896,0.013333333333333334,0.050666666666666665,15.986666666666666
1822,3,71300.0,1598,120,4.4,66.0,1295000,14.074021253115776,False,False,False,False,False,True,1.5,1,14.999999999999998,0.008333333333333333,0.03666666666666667,13.316666666666666
1823,3,169000.0,1498,150,5.3,66.0,1119000,13.927945987294063,False,False,False,False,False,True,1.5,1,12.452830188679245,0.006666666666666667,0.035333333333333335,9.986666666666666
1824,11,271000.0,1598,105,4.7,55.0,675000,13.422467969854667,False,False,False,False,False,True,1.5,0,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
1825,3,70000.0,1498,150,5.3,66.0,1239000,14.02981516061128,False,False,False,False,False,True,1.5,1,12.452830188679245,0.006666666666666667,0.035333333333333335,9.986666666666666
1826,3,128000.0,999,95,4.6,40.0,789000,13.578521599828012,False,False,False,False,False,True,1.5,1,8.695652173913045,0.010526315789473684,0.04842105263157894,10.51578947368421
1827,3,72000.0,1498,150,5.3,66.0,1269000,14.053739746696525,False,False,False,False,False,True,1.5,1,12.452830188679245,0.006666666666666667,0.035333333333333335,9.986666666666666
1828,12,145000.0,1390,85,5.8,45.0,574000,13.260384675301703,False,False,False,False,False,True,1.5,0,7.758620689655173,0.011764705882352941,0.06823529411764706,16.352941176470587
1829,7,250000.0,1598,120,4.0,59.0,1340000,14.108180171927094,False,False,False,False,False,True,1.5,0,14.75,0.008333333333333333,0.03333333333333333,13.316666666666666
1830,10,126000.0,1198,70,5.5,45.0,585000,13.279367126213993,False,False,False,False,False,True,1.0,0,8.181818181818182,0.014285714285714285,0.07857142857142857,17.114285714285714
1831,11,160000.0,1598,105,3.8,50.0,730000,13.500799813124575,False,False,False,False,False,True,1.0,0,13.157894736842106,0.009523809523809525,0.03619047619047619,15.219047619047618
1833,5,107000.0,1598,120,4.0,66.0,1455000,14.19051645858773,False,False,False,False,False,True,1.5,0,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
1834,8,170000.0,1422,90,3.5,45.0,650000,13.38472764187182,False,False,False,False,False,True,1.5,0,12.857142857142858,0.011111111111111112,0.03888888888888889,15.8
1836,10,140000.0,1598,105,4.7,55.0,897000,13.706811141040934,False,False,False,False,False,True,1.5,1,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
1837,10,138000.0,1598,105,4.7,55.0,800000,13.592367006650065,False,False,False,False,False,True,1.5,1,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
