,Yaş,Kilometre,Motor Hacmi,Motor Gücü,Ortalama Yakıt Tüketimi,Depo Hacmi,Fiyat,log_Fiyat,Ford,Opel,Renault,Skoda,Toyota,Volkswagen,Vites Tipi,Hasar Durumu,Depo_Hacmi_Kullanabilirliği,Ters_Motor_Gücü,Yakıt_Ekonomisi,Engine_Ratio
7415,11,210000.0,1461,110,4.4,60.0,564000,13.242809530480196,False,False,True,False,False,False,1.5,0,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7416,11,150000.0,1461,85,4.3,50.0,545000,13.208541073645382,False,False,True,False,False,False,1.0,1,11.627906976744187,0.011764705882352941,0.05058823529411764,17.188235294117646
7417,6,98000.0,1598,115,6.3,49.0,860000,13.664687668229691,False,False,True,False,False,False,1.0,1,7.777777777777778,0.008695652173913044,0.05478260869565217,13.895652173913044
7418,7,157000.0,1461,75,3.6,45.0,610000,13.321214236149494,False,False,True,False,False,False,1.0,0,12.5,0.013333333333333334,0.048,19.48
7419,5,102000.0,1598,115,6.3,49.0,770000,13.554145793829866,False,False,True,False,False,False,1.0,1,7.777777777777778,0.008695652173913044,0.05478260869565217,13.895652173913044
7420,6,76000.0,1598,115,6.3,49.0,799000,13.591116224748411,False,False,True,False,False,False,1.0,1,7.777777777777778,0.008695652173913044,0.05478260869565217,13.895652173913044
7421,3,104000.0,1461,115,4.2,49.0,1050000,13.864300722133706,False,False,True,False,False,False,1.5,0,11.666666666666666,0.008695652173913044,0.036521739130434785,12.704347826086957
7422,12,196000.0,1461,90,4.4,55.0,527500,13.175904144332359,False,False,True,False,False,False,1.0,1,12.499999999999998,0.011111111111111112,0.04888888888888889,16.233333333333334
7423,5,172000.0,1461,75,3.6,45.0,542850,13.204588317659999,False,False,True,False,False,False,1.0,1,12.5,0.013333333333333334,0.048,19.48
7425,12,141200.0,1461,110,4.4,60.0,632500,13.357435499583813,False,False,True,False,False,False,1.5,1,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7426,5,190000.0,1461,90,3.6,45.0,598850,13.302766428375653,False,False,True,False,False,False,1.0,1,12.5,0.011111111111111112,0.04,16.233333333333334
7427,6,190000.0,1461,75,3.6,45.0,530000,13.180632285528304,False,False,True,False,False,False,1.0,0,12.5,0.013333333333333334,0.048,19.48
7429,11,172000.0,1461,110,4.4,60.0,610000,13.321214236149494,False,False,True,False,False,False,1.5,0,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7431,11,155000.0,1461,65,4.5,50.0,440000,12.994530005894443,False,False,True,False,False,False,1.0,0,11.11111111111111,0.015384615384615385,0.06923076923076923,22.476923076923075
7432,5,120000.0,1461,110,3.8,49.0,805000,13.5985975564007,False,False,True,False,False,False,1.5,0,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7433,12,212000.0,1461,110,5.0,66.0,685000,13.437174117244362,False,False,True,False,False,False,1.0,1,13.2,0.00909090909090909,0.045454545454545456,13.281818181818181
7434,10,108000.0,1149,75,6.0,50.0,536000,13.19188944005294,False,False,True,False,False,False,1.0,1,8.333333333333334,0.013333333333333334,0.08,15.32
7435,12,162000.0,1390,75,7.1,50.0,465000,13.049792684569493,False,False,True,False,False,False,1.0,0,7.042253521126761,0.013333333333333334,0.09466666666666666,18.533333333333335
7436,5,165000.0,1461,90,3.7,45.0,729000,13.499429010990795,False,False,True,False,False,False,1.5,0,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7437,3,52000.0,999,72,4.9,42.0,720000,13.487006490992238,False,False,True,False,False,False,1.0,1,8.571428571428571,0.013888888888888888,0.06805555555555556,13.875
7438,8,175000.0,1461,75,3.6,45.0,630000,13.353475098367715,False,False,True,False,False,False,1.0,1,12.5,0.013333333333333334,0.048,19.48
7440,9,193000.0,1461,110,4.4,60.0,677000,13.425426551894413,False,False,True,False,False,False,1.5,0,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7441,9,197000.0,1461,75,3.6,45.0,460000,13.038981768465277,False,False,True,False,False,False,1.0,0,12.5,0.013333333333333334,0.048,19.48
7442,3,115000.0,1461,115,4.2,49.0,885000,13.693342923990066,False,False,True,False,False,False,1.5,1,11.666666666666666,0.008695652173913044,0.036521739130434785,12.704347826086957
7443,4,68000.0,1461,95,3.9,50.0,720000,13.487006490992238,False,False,True,False,False,False,1.0,1,12.820512820512821,0.010526315789473684,0.04105263157894737,15.378947368421052
7444,9,150000.0,1461,110,4.4,60.0,640000,13.369223455335854,False,False,True,False,False,False,1.5,0,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7445,12,254000.0,1461,65,4.5,50.0,380000,12.84792653170257,False,False,True,False,False,False,1.0,0,11.11111111111111,0.015384615384615385,0.06923076923076923,22.476923076923075
7446,8,95000.0,1598,115,6.4,60.0,770000,13.554145793829866,False,False,True,False,False,False,2.0,1,9.375,0.008695652173913044,0.05565217391304348,13.895652173913044
7447,5,99000.0,1461,90,3.7,45.0,699950,13.458764182902971,False,False,True,False,False,False,1.5,0,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7448,5,100000.0,1461,90,3.6,45.0,750000,13.527828485512494,False,False,True,False,False,False,1.0,1,12.5,0.011111111111111112,0.04,16.233333333333334
7449,7,207000.0,1461,110,3.8,49.0,755000,13.534473028231162,False,False,True,False,False,False,1.5,1,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7450,3,92000.0,999,100,5.0,42.0,749000,13.526494262499357,False,False,True,False,False,False,2.0,1,8.4,0.01,0.05,9.99
7451,9,161000.0,1461,110,4.4,60.0,684999,13.437172657389283,False,False,True,False,False,False,1.5,0,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7452,8,183000.0,1461,90,3.9,50.0,485000,13.091904169919621,False,False,True,False,False,False,1.0,1,12.820512820512821,0.011111111111111112,0.043333333333333335,16.233333333333334
7454,13,230000.0,1461,85,4.8,55.0,513000,13.148031124152906,False,False,True,False,False,False,1.5,0,11.458333333333334,0.011764705882352941,0.05647058823529411,17.188235294117646
7455,5,89950.0,1461,110,3.8,49.0,929750,13.742671011787316,False,False,True,False,False,False,1.5,1,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7456,5,99000.0,1461,75,3.6,45.0,615500,13.330190224606644,False,False,True,False,False,False,1.0,1,12.5,0.013333333333333334,0.048,19.48
7457,7,209000.0,1461,110,4.6,60.0,850750,13.653873592363151,False,False,True,False,False,False,1.0,0,13.043478260869566,0.00909090909090909,0.04181818181818181,13.281818181818181
7458,2,90000.0,1461,115,4.1,49.0,869750,13.67596109301419,False,False,True,False,False,False,1.5,1,11.951219512195124,0.008695652173913044,0.035652173913043476,12.704347826086957
7459,1,25000.0,999,65,4.9,42.0,740000,13.514405465180353,False,False,True,False,False,False,1.0,1,8.571428571428571,0.015384615384615385,0.0753846153846154,15.36923076923077
7460,7,147600.0,1461,90,3.9,50.0,455000,13.028052697933088,False,False,True,False,False,False,1.0,0,12.820512820512821,0.011111111111111112,0.043333333333333335,16.233333333333334
7461,10,137000.0,1149,75,5.5,45.0,529750,13.180160476130546,False,False,True,False,False,False,1.0,0,8.181818181818182,0.013333333333333334,0.07333333333333333,15.32
7462,7,207000.0,1461,110,3.8,49.0,764750,13.54730426201315,False,False,True,False,False,False,1.5,0,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7464,13,260000.0,1461,85,4.3,50.0,357000,12.785491060761776,False,False,True,False,False,False,1.0,1,11.627906976744187,0.011764705882352941,0.05058823529411764,17.188235294117646
7465,4,68000.0,1461,90,3.7,45.0,775000,13.560618308335483,False,False,True,False,False,False,1.5,1,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7466,6,306000.0,1461,110,3.8,49.0,625000,13.345506928718539,False,False,True,False,False,False,1.5,0,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7467,10,152970.0,1461,110,4.4,60.0,682000,13.432784936825598,False,False,True,False,False,False,1.5,1,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7468,7,191000.0,1461,75,3.6,45.0,529900,13.180443588480854,False,False,True,False,False,False,1.0,0,12.5,0.013333333333333334,0.048,19.48
7469,9,194000.0,1461,110,4.4,60.0,725000,13.493926933836812,False,False,True,False,False,False,1.5,1,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7470,9,260000.0,1461,90,3.7,45.0,615000,13.329377546788654,False,False,True,False,False,False,1.5,0,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7471,8,235000.0,1461,90,3.9,50.0,420000,12.948009990259552,False,False,True,False,False,False,1.0,1,12.820512820512821,0.011111111111111112,0.043333333333333335,16.233333333333334
7472,10,262000.0,1461,90,4.5,60.0,611900,13.324324149450632,False,False,True,False,False,False,1.0,1,13.333333333333334,0.011111111111111112,0.05,16.233333333333334
7473,5,72000.0,1461,110,3.8,49.0,1025000,13.840203170554645,False,False,True,False,False,False,1.5,1,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7474,13,315000.0,1461,110,4.9,66.0,510000,13.142166004700508,False,False,True,False,False,False,1.0,0,13.46938775510204,0.00909090909090909,0.04454545454545455,13.281818181818181
7475,11,275000.0,1461,90,4.4,55.0,430000,12.971540487669746,False,False,True,False,False,False,1.0,0,12.499999999999998,0.011111111111111112,0.04888888888888889,16.233333333333334
7476,6,73000.0,1461,110,3.9,49.0,769000,13.55284624848778,False,False,True,False,False,False,1.0,1,12.564102564102564,0.00909090909090909,0.035454545454545454,13.281818181818181
7477,2,6000.0,1332,140,5.7,50.0,950000,13.764217263576723,False,False,True,False,False,False,1.0,1,8.771929824561402,0.007142857142857143,0.04071428571428572,9.514285714285714
7479,8,125000.0,1149,75,5.5,45.0,615000,13.329377546788654,False,False,True,False,False,False,1.0,1,8.181818181818182,0.013333333333333334,0.07333333333333333,15.32
7481,9,109000.0,1461,90,3.7,45.0,725000,13.493926933836812,False,False,True,False,False,False,1.5,1,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7482,4,169000.0,1461,110,3.8,49.0,898750,13.708760188017393,False,False,True,False,False,False,1.5,0,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7483,3,25000.0,999,100,5.0,42.0,889000,13.697852514496041,False,False,True,False,False,False,2.0,1,8.4,0.01,0.05,9.99
7484,0,6300.0,999,65,4.9,42.0,785000,13.573438996764546,False,False,True,False,False,False,1.0,1,8.571428571428571,0.015384615384615385,0.0753846153846154,15.36923076923077
7485,4,117000.0,1461,110,3.8,49.0,777000,13.563195629349785,False,False,True,False,False,False,1.5,0,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7486,7,84000.0,1461,90,3.9,50.0,510000,13.142166004700508,False,False,True,False,False,False,1.0,0,12.820512820512821,0.011111111111111112,0.043333333333333335,16.233333333333334
7487,2,49000.0,999,90,6.1,50.0,695000,13.45166712454693,False,False,True,False,False,False,2.0,1,8.196721311475411,0.011111111111111112,0.06777777777777777,11.1
7489,9,214000.0,1461,75,3.9,50.0,399999,12.899217326086994,False,False,True,False,False,False,1.0,1,12.820512820512821,0.013333333333333334,0.052000000000000005,19.48
7491,11,288000.0,1461,85,4.5,60.0,445000,13.005829561148378,False,False,True,False,False,False,1.0,0,13.333333333333334,0.011764705882352941,0.052941176470588235,17.188235294117646
7492,8,210000.0,1461,90,4.5,60.0,569000,13.251635713108469,False,False,True,False,False,False,1.0,0,13.333333333333334,0.011111111111111112,0.05,16.233333333333334
7493,2,36000.0,999,90,5.0,42.0,780000,13.567049198665774,False,False,True,False,False,False,2.0,0,8.4,0.011111111111111112,0.05555555555555556,11.1
7494,9,144000.0,1461,90,3.6,45.0,640000,13.369223455335854,False,False,True,False,False,False,1.0,0,12.5,0.011111111111111112,0.04,16.233333333333334
7495,10,168000.0,1461,90,3.6,45.0,607000,13.316284070041636,False,False,True,False,False,False,1.0,0,12.5,0.011111111111111112,0.04,16.233333333333334
7496,5,161000.0,1461,90,3.7,45.0,653000,13.389332408258568,False,False,True,False,False,False,1.5,0,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7497,7,247500.0,1461,110,4.4,60.0,572000,13.256894270361935,False,False,True,False,False,False,1.5,0,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7498,10,254000.0,1461,110,4.4,60.0,575000,13.262125319779487,False,False,True,False,False,False,1.5,0,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7499,10,158000.0,1461,90,3.6,45.0,645900,13.378399972020564,False,False,True,False,False,False,1.0,1,12.5,0.011111111111111112,0.04,16.233333333333334
7500,10,252000.0,1461,90,4.5,60.0,485000,13.091904169919621,False,False,True,False,False,False,1.0,1,13.333333333333334,0.011111111111111112,0.05,16.233333333333334
7501,5,199000.0,1461,110,3.8,49.0,777500,13.563838923035526,False,False,True,False,False,False,1.5,0,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7502,8,83000.0,1461,90,3.9,50.0,625000,13.345506928718539,False,False,True,False,False,False,1.0,0,12.820512820512821,0.011111111111111112,0.043333333333333335,16.233333333333334
7503,7,160000.0,1461,90,3.9,50.0,635000,13.36138027787483,False,False,True,False,False,False,1.0,0,12.820512820512821,0.011111111111111112,0.043333333333333335,16.233333333333334
7504,2,43750.0,1332,140,5.3,50.0,1100000,13.9108207377686,False,False,True,False,False,False,1.5,1,9.433962264150944,0.007142857142857143,0.03785714285714285,9.514285714285714
7505,4,123500.0,1461,110,3.8,49.0,937700,13.751185347407716,False,False,True,False,False,False,1.5,0,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7506,5,192000.0,1461,90,3.7,45.0,670000,13.415032991367148,False,False,True,False,False,False,1.5,1,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7507,1,15058.0,999,90,6.1,50.0,878000,13.685401872617254,False,False,True,False,False,False,2.0,1,8.196721311475411,0.011111111111111112,0.06777777777777777,11.1
7508,9,150000.0,1461,110,4.4,60.0,715000,13.480037821676145,False,False,True,False,False,False,1.5,0,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7509,11,117000.0,1598,110,6.7,60.0,575000,13.262125319779487,False,False,True,False,False,False,1.0,0,8.955223880597014,0.00909090909090909,0.060909090909090906,14.527272727272727
7510,10,180000.0,1461,75,3.9,50.0,399999,12.899217326086994,False,False,True,False,False,False,1.0,0,12.820512820512821,0.013333333333333334,0.052000000000000005,19.48
7511,9,181500.0,1461,110,4.4,60.0,667500,13.411294669256542,False,False,True,False,False,False,1.5,1,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7512,12,178249.0,1461,105,4.5,60.0,600000,13.304684934198283,False,False,True,False,False,False,1.0,0,13.333333333333334,0.009523809523809525,0.04285714285714286,13.914285714285715
7513,7,152000.0,1461,75,3.6,45.0,515000,13.151922179645874,False,False,True,False,False,False,1.0,0,12.5,0.013333333333333334,0.048,19.48
7514,12,169000.0,1461,65,4.5,50.0,470000,13.060487973686241,False,False,True,False,False,False,1.0,1,11.11111111111111,0.015384615384615385,0.06923076923076923,22.476923076923075
7515,5,196000.0,1461,75,3.6,45.0,600000,13.304684934198283,False,False,True,False,False,False,1.0,0,12.5,0.013333333333333334,0.048,19.48
7516,12,147000.0,1461,85,4.5,60.0,625000,13.345506928718539,False,False,True,False,False,False,1.0,1,13.333333333333334,0.011764705882352941,0.052941176470588235,17.188235294117646
7517,8,105000.0,1461,90,4.5,60.0,660000,13.399995114002609,False,False,True,False,False,False,1.0,0,13.333333333333334,0.011111111111111112,0.05,16.233333333333334
7518,3,48000.0,1461,85,3.6,39.0,832000,13.631587719803345,False,False,True,False,False,False,1.0,1,10.833333333333334,0.011764705882352941,0.042352941176470586,17.188235294117646
7520,9,178500.0,1461,90,3.9,50.0,453000,13.023647404465171,False,False,True,False,False,False,1.0,0,12.820512820512821,0.011111111111111112,0.043333333333333335,16.233333333333334
7521,5,88000.0,1598,115,6.3,49.0,760000,13.541073712262515,False,False,True,False,False,False,1.0,1,7.777777777777778,0.008695652173913044,0.05478260869565217,13.895652173913044
7522,5,141000.0,1461,90,3.7,45.0,645000,13.37700559577791,False,False,True,False,False,False,1.5,0,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7523,11,240000.0,1461,110,4.4,60.0,665000,13.407542319637992,False,False,True,False,False,False,1.5,1,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7524,5,164500.0,1461,90,3.7,45.0,659000,13.398478813484644,False,False,True,False,False,False,1.5,1,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7525,5,61000.0,1461,110,3.8,49.0,1025000,13.840203170554645,False,False,True,False,False,False,1.5,1,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7526,11,133000.0,1149,75,5.9,50.0,380000,12.84792653170257,False,False,True,False,False,False,1.0,1,8.47457627118644,0.013333333333333334,0.07866666666666668,15.32
7527,3,20000.0,999,100,4.3,42.0,780000,13.567049198665774,False,False,True,False,False,False,1.0,0,9.767441860465116,0.01,0.043,9.99
7528,2,92000.0,999,90,5.0,42.0,730000,13.500799813124575,False,False,True,False,False,False,2.0,0,8.4,0.011111111111111112,0.05555555555555556,11.1
7529,3,23000.0,1332,140,5.5,50.0,945000,13.758940206475879,False,False,True,False,False,False,1.0,1,9.090909090909092,0.007142857142857143,0.039285714285714285,9.514285714285714
7530,5,56762.0,1598,160,4.4,52.0,1400000,14.151982794585487,False,False,True,False,False,False,1.5,1,11.818181818181817,0.00625,0.027500000000000004,9.9875
7531,5,114885.0,1598,160,4.4,52.0,1300000,14.077874822431765,False,False,True,False,False,False,1.5,0,11.818181818181817,0.00625,0.027500000000000004,9.9875
7532,9,125000.0,1461,110,4.4,60.0,715000,13.480037821676145,False,False,True,False,False,False,1.5,0,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7533,7,209000.0,1461,90,3.9,50.0,530000,13.180632285528304,False,False,True,False,False,False,1.0,1,12.820512820512821,0.011111111111111112,0.043333333333333335,16.233333333333334
7534,6,173000.0,1461,75,3.9,50.0,565000,13.244581010128577,False,False,True,False,False,False,1.0,1,12.820512820512821,0.013333333333333334,0.052000000000000005,19.48
7535,7,153000.0,1461,110,4.4,60.0,660000,13.399995114002609,False,False,True,False,False,False,1.5,1,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7536,8,197000.0,1461,75,3.9,50.0,525000,13.17115354157376,False,False,True,False,False,False,1.0,0,12.820512820512821,0.013333333333333334,0.052000000000000005,19.48
7537,2,78000.0,999,90,5.0,42.0,905000,13.715690222682063,False,False,True,False,False,False,2.0,1,8.4,0.011111111111111112,0.05555555555555556,11.1
7538,10,290000.0,1461,110,4.4,60.0,640000,13.369223455335854,False,False,True,False,False,False,1.5,1,13.636363636363635,0.00909090909090909,0.04,13.281818181818181
7539,5,105000.0,1598,115,6.3,49.0,815000,13.610943392223,False,False,True,False,False,False,1.0,1,7.777777777777778,0.008695652173913044,0.05478260869565217,13.895652173913044
7540,3,35000.0,1332,140,5.7,50.0,1155000,13.959610901938031,False,False,True,False,False,False,1.5,1,8.771929824561402,0.007142857142857143,0.04071428571428572,9.514285714285714
7541,6,81000.0,1461,110,3.8,49.0,925000,13.737549016494562,False,False,True,False,False,False,1.5,1,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7542,3,47000.0,1332,140,5.7,50.0,1155000,13.959610901938031,False,False,True,False,False,False,1.5,1,8.771929824561402,0.007142857142857143,0.04071428571428572,9.514285714285714
7543,7,69000.0,1461,90,3.7,45.0,835000,13.635187003832993,False,False,True,False,False,False,1.5,1,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7544,4,124000.0,1461,110,3.8,49.0,985000,13.800396920154226,False,False,True,False,False,False,1.5,1,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7545,10,208000.0,1461,90,4.5,60.0,590000,13.287877815881902,False,False,True,False,False,False,1.0,0,13.333333333333334,0.011111111111111112,0.05,16.233333333333334
7546,5,94000.0,1461,90,3.9,50.0,618000,13.334243736439827,False,False,True,False,False,False,1.0,0,12.820512820512821,0.011111111111111112,0.043333333333333335,16.233333333333334
7547,5,94000.0,1461,110,3.8,49.0,1115000,13.924364962876357,False,False,True,False,False,False,1.5,1,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7548,4,76850.0,1461,90,3.7,45.0,830000,13.62918097977278,False,False,True,False,False,False,1.5,1,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7549,4,78200.0,1461,90,3.7,45.0,825000,13.623138665316818,False,False,True,False,False,False,1.5,0,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7550,5,58150.0,1461,90,3.7,45.0,849000,13.651814465293484,False,False,True,False,False,False,1.5,1,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7551,1,14000.0,999,90,5.0,42.0,788000,13.577253368840017,False,False,True,False,False,False,2.0,1,8.4,0.011111111111111112,0.05555555555555556,11.1
7552,12,266000.0,1461,105,5.1,60.0,587000,13.282780098810234,False,False,True,False,False,False,1.0,0,11.764705882352942,0.009523809523809525,0.04857142857142857,13.914285714285715
7553,10,219890.0,1461,90,4.5,60.0,539900,13.199139216206378,False,False,True,False,False,False,1.0,0,13.333333333333334,0.011111111111111112,0.05,16.233333333333334
7554,6,88000.0,1461,110,3.8,49.0,829500,13.628578388612636,False,False,True,False,False,False,1.5,0,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7556,5,63000.0,1461,90,3.9,50.0,660000,13.399995114002609,False,False,True,False,False,False,1.0,1,12.820512820512821,0.011111111111111112,0.043333333333333335,16.233333333333334
7557,2,14000.0,999,90,5.0,42.0,899000,13.709038313453757,False,False,True,False,False,False,2.0,1,8.4,0.011111111111111112,0.05555555555555556,11.1
7558,1,70000.0,1461,115,4.1,49.0,1139000,13.945661242429319,False,False,True,False,False,False,1.5,1,11.951219512195124,0.008695652173913044,0.035652173913043476,12.704347826086957
7559,1,50000.0,1461,115,4.1,49.0,1075000,13.8878312195439,False,False,True,False,False,False,1.5,1,11.951219512195124,0.008695652173913044,0.035652173913043476,12.704347826086957
7560,3,16000.0,1461,115,4.2,49.0,1160000,13.963930563082547,False,False,True,False,False,False,1.5,1,11.666666666666666,0.008695652173913044,0.036521739130434785,12.704347826086957
7561,10,230000.0,1461,75,3.6,45.0,520000,13.16158409055761,False,False,True,False,False,False,1.0,1,12.5,0.013333333333333334,0.048,19.48
7562,6,80000.0,1197,120,5.2,45.0,729950,13.500731317628127,False,False,True,False,False,False,1.5,1,8.653846153846153,0.008333333333333333,0.043333333333333335,9.975
7563,11,178000.0,1461,90,3.6,45.0,597000,13.29967239237474,False,False,True,False,False,False,1.0,1,12.5,0.011111111111111112,0.04,16.233333333333334
7564,9,203103.0,1461,75,3.6,45.0,460000,13.038981768465277,False,False,True,False,False,False,1.0,0,12.5,0.013333333333333334,0.048,19.48
7565,7,200000.0,1461,90,3.9,50.0,485000,13.091904169919621,False,False,True,False,False,False,1.0,0,12.820512820512821,0.011111111111111112,0.043333333333333335,16.233333333333334
7566,7,165000.0,1461,90,4.5,60.0,605000,13.312983737012978,False,False,True,False,False,False,1.0,1,13.333333333333334,0.011111111111111112,0.05,16.233333333333334
7567,3,142918.0,1461,115,4.2,49.0,899000,13.709038313453757,False,False,True,False,False,False,1.5,1,11.666666666666666,0.008695652173913044,0.036521739130434785,12.704347826086957
7568,8,175000.0,1461,75,3.6,45.0,615000,13.329377546788654,False,False,True,False,False,False,1.0,0,12.5,0.013333333333333334,0.048,19.48
7569,4,148553.0,1461,110,3.8,49.0,995000,13.81049801614073,False,False,True,False,False,False,1.5,1,12.894736842105264,0.00909090909090909,0.03454545454545454,13.281818181818181
7570,2,46365.0,1332,140,5.5,50.0,785000,13.573438996764546,False,False,True,False,False,False,1.0,1,9.090909090909092,0.007142857142857143,0.039285714285714285,9.514285714285714
7571,4,47544.0,1461,90,3.7,45.0,785000,13.573438996764546,False,False,True,False,False,False,1.5,1,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7572,4,128932.0,1461,115,4.2,49.0,940000,13.753635154246187,False,False,True,False,False,False,1.5,1,11.666666666666666,0.008695652173913044,0.036521739130434785,12.704347826086957
7573,11,119032.0,1461,65,4.5,50.0,499900,13.122163357401663,False,False,True,False,False,False,1.0,1,11.11111111111111,0.015384615384615385,0.06923076923076923,22.476923076923075
7574,12,84040.0,1390,75,7.1,50.0,519900,13.161391764371807,False,False,True,False,False,False,1.0,1,7.042253521126761,0.013333333333333334,0.09466666666666666,18.533333333333335
7575,6,148000.0,998,75,5.4,50.0,534900,13.189835092519342,False,False,True,False,False,False,1.0,1,9.25925925925926,0.013333333333333334,0.07200000000000001,13.306666666666667
7576,10,77463.0,1149,75,5.5,45.0,585000,13.279367126213993,False,False,True,False,False,False,1.0,1,8.181818181818182,0.013333333333333334,0.07333333333333333,15.32
7577,10,215186.0,1461,75,3.6,45.0,599900,13.304518253641184,False,False,True,False,False,False,1.0,1,12.5,0.013333333333333334,0.048,19.48
7578,10,73027.0,1461,75,3.6,45.0,685000,13.437174117244362,False,False,True,False,False,False,1.0,1,12.5,0.013333333333333334,0.048,19.48
7579,5,67329.0,1461,90,3.6,45.0,745000,13.521139497361697,False,False,True,False,False,False,1.0,1,12.5,0.011111111111111112,0.04,16.233333333333334
7580,5,14629.0,1598,115,6.3,49.0,925000,13.737549016494562,False,False,True,False,False,False,1.0,1,7.777777777777778,0.008695652173913044,0.05478260869565217,13.895652173913044
7581,2,76000.0,999,90,5.0,42.0,789000,13.578521599828012,False,False,True,False,False,False,2.0,0,8.4,0.011111111111111112,0.05555555555555556,11.1
7582,8,300000.0,1461,90,3.9,50.0,345000,12.751299696013497,False,False,True,False,False,False,1.0,1,12.820512820512821,0.011111111111111112,0.043333333333333335,16.233333333333334
7583,4,147000.0,1461,90,3.7,45.0,684750,13.436809087125324,False,False,True,False,False,False,1.5,1,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7584,7,130000.0,1461,75,4.0,45.0,577000,13.265597545490236,False,False,True,False,False,False,1.0,0,11.25,0.013333333333333334,0.05333333333333334,19.48
7585,6,118000.0,1461,90,3.6,45.0,735000,13.507625778194974,False,False,True,False,False,False,1.0,1,12.5,0.011111111111111112,0.04,16.233333333333334
7586,7,286000.0,1461,90,3.9,50.0,555900,13.228343700941561,False,False,True,False,False,False,1.0,1,12.820512820512821,0.011111111111111112,0.043333333333333335,16.233333333333334
7587,4,144000.0,1461,75,3.6,45.0,679900,13.42970100751455,False,False,True,False,False,False,1.0,1,12.5,0.013333333333333334,0.048,19.48
7588,4,174000.0,1461,90,3.7,45.0,775900,13.561778924882042,False,False,True,False,False,False,1.5,1,12.162162162162161,0.011111111111111112,0.04111111111111111,16.233333333333334
7589,4,96500.0,1461,75,3.6,45.0,660900,13.401357821458545,False,False,True,False,False,False,1.0,1,12.5,0.013333333333333334,0.048,19.48
7590,5,181000.0,1461,75,3.6,45.0,630900,13.3549026503589,False,False,True,False,False,False,1.0,1,12.5,0.013333333333333334,0.048,19.48
7591,6,177000.0,1461,75,3.6,45.0,618900,13.335698987727453,False,False,True,False,False,False,1.0,1,12.5,0.013333333333333334,0.048,19.48
7592,12,243000.0,1461,85,4.4,60.0,535000,13.190022025878143,False,False,True,False,False,False,1.0,1,13.636363636363635,0.011764705882352941,0.05176470588235294,17.188235294117646
7593,4,81000.0,1461,115,4.2,49.0,885000,13.693342923990066,False,False,True,False,False,False,1.5,1,11.666666666666666,0.008695652173913044,0.036521739130434785,12.704347826086957
