;Ürün Kodu;Marka;Seri;Model;Araç Yılı;Kilometre;Vites Tipi;Yakıt Tipi;Kasa Tipi;Renk;Motor Hacmi;Motor Gücü;Çekiş Tipi;Ortalama Yakıt Tüketimi;Depo Hacmi;Boya/Değişen Bilgisi;Fiyat
1131;23531916;Skoda;Octavia;1.6 TDI Elegance CR;2013;304.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;4 boyalı;710.000
11;23798412;Skoda;Octavia;1.6 TDI Elegance CR;2013;53.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (metalik);1598 cc;105 hp;Önden Çekiş;3,9 lt;50 lt;1 değişen;920.000
1030;23576085;Skoda;Octavia;1.6 TDI Elegance CR;2013;93.000 km;Düz;Dizel;Hatchback/5;Beyaz;1598 cc;105 hp;Önden Çekiş;3,8 lt;50 lt;"
Tamamı orjinal
";880.000
718;23664914;Skoda;Octavia;1.2 TSI Optimal;2015;80.000 km;Düz;Benzin;Hatchback/5;Beyaz;1197 cc;105 hp;Önden Çekiş;4,9 lt;50 lt;Belirtilmemiş;920.000
1251;23476509;Skoda;Rapid;1.0 TSI GreenTec Style;2018;24.800 km;Yarı Otomatik;Benzin;-;Sedan;999 cc;95 hp;Önden Çekiş;4,6 lt;55 lt;"
Tamamı orjinal
";1.100.000
1172;23513227;Skoda;Rapid;1.0 TSI GreenTec Style;2018;36.000 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;999 cc;95 hp;Önden Çekiş;4,6 lt;55 lt;2 boyalı;880.000
715;23664937;Skoda;Rapid;1.0 TSI GreenTec Style;2018;57.000 km;Yarı Otomatik;Benzin;Hatchback/5;Mavi;999 cc;95 hp;Önden Çekiş;4,6 lt;55 lt;Belirtilmemiş;849.000
637;23256841;Skoda;Rapid;1.0 TSI GreenTec Style;2018;74.192 km;Yarı Otomatik;Benzin;Sedan;Gri;999 cc;95 hp;Önden Çekiş;4,6 lt;55 lt;"
Tamamı orjinal
";855.000
367;23739832;Skoda;Rapid;1.0 TSI GreenTec Style;2018;9.400 km;Yarı Otomatik;Benzin;Sedan;Gri (Gümüş);999 cc;95 hp;Önden Çekiş;4,6 lt;55 lt;"
Tamamı orjinal
";950.000
754;23296966;Skoda;Rapid;1.0 TSI GreenTec Style;2018;90.600 km;Yarı Otomatik;Benzin;Sedan;Beyaz;999 cc;95 hp;Önden Çekiş;4,6 lt;55 lt;2 değişen;800.000
146;23773456;Skoda;Rapid;1.0 TSI GreenTec Dynamic;2017;33.600 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;95 hp;Önden Çekiş;4,6 lt;55 lt;"
Tamamı orjinal
";900.000
811;23639960;Skoda;Rapid;1.0 TSI GreenTec Dynamic;2017;45.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;95 hp;Önden Çekiş;4,6 lt;55 lt;2 boyalı;820.000
49;23635655;Skoda;Rapid;1.0 TSI GreenTec Dynamic;2017;50.000 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;999 cc;95 hp;Önden Çekiş;4,6 lt;55 lt;2 boyalı;735.000
4;23800183;Skoda;Rapid;1.0 TSI GreenTec Style;2017;53.000 km;Yarı Otomatik;Benzin;Sedan;Beyaz;999 cc;95 hp;Önden Çekiş;4,6 lt;55 lt;1 değişen, 1 boyalı;815.000
608;23693519;Skoda;Rapid;1.0 TSI GreenTec Dynamic;2017;94.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;95 hp;Önden Çekiş;4,6 lt;55 lt;Belirtilmemiş;730.000
93;23779791;Skoda;Rapid;1.6 TDI Spaceback Elegance;2016;150.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;90 hp;Önden Çekiş;4,6 lt;55 lt;"
Tamamı orjinal
";765.000
424;23732572;Skoda;Rapid;1.6 TDI Elegance;2015;126.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;"
Tamamı orjinal
";860.000
187;23767723;Skoda;Rapid;1.6 TDI Elegance;2015;156.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;1 boyalı;717.000
1028;23576520;Skoda;Rapid;1.6 TDI Elegance;2015;165.600 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;700.000
899;23618619;Skoda;Rapid;1.6 TDI Elegance;2015;172.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;1 değişen, 2 boyalı;710.000
617;22866640;Skoda;Rapid;1.6 TDI Elegance;2015;193.000 km;Yarı Otomatik;Dizel;Sedan;Gri;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;805.000
1105;23544998;Skoda;Rapid;1.6 TDI Elegance;2015;196.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;11 boyalı;535.000
827;22742995;Skoda;Rapid;1.6 TDI Elegance;2015;75.000 km;Yarı Otomatik;Dizel;Sedan;Gri (metalik);1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;"
Tamamı orjinal
";801.000
626;23690833;Skoda;Rapid;1.6 TDI Spaceback Elegance;2014;100.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;90 hp;Önden Çekiş;4,6 lt;55 lt;11 boyalı;600.000
905;23198849;Skoda;Rapid;1.6 TDI Spaceback Elegance;2014;105.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;90 hp;Önden Çekiş;4,6 lt;55 lt;Belirtilmemiş;720.000
129;23700358;Skoda;Rapid;1.6 TDI Spaceback Elegance;2014;109.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;90 hp;Önden Çekiş;4,6 lt;55 lt;Belirtilmemiş;767.500
64;23468093;Skoda;Rapid;1.6 TDI Elegance;2014;115.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;"
Tamamı orjinal
";770.000
812;23638418;Skoda;Rapid;1.6 TDI Spaceback Elegance;2014;117.000 km;Yarı Otomatik;Dizel;Hatchback/5;Füme;1598 cc;90 hp;Önden Çekiş;4,6 lt;55 lt;"
Tamamı orjinal
";725.000
417;23733089;Skoda;Rapid;1.6 TDI Elegance;2014;127.345 km;Yarı Otomatik;Dizel;Sedan;Mavi (metalik);1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;2 değişen, 3 boyalı;679.000
395;23736341;Skoda;Rapid;1.6 TDI Elegance;2014;143.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;1 değişen;765.000
1280;23461257;Skoda;Rapid;1.6 TDI Elegance;2014;154.500 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;"
Tamamı orjinal
";790.000
65;23786955;Skoda;Rapid;1.6 TDI Elegance;2014;162.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;2 değişen, 1 boyalı;695.000
1129;23533750;Skoda;Rapid;1.6 TDI Spaceback Elegance;2014;186.500 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;90 hp;Önden Çekiş;4,6 lt;55 lt;Belirtilmemiş;760.000
14;23445732;Skoda;Rapid;1.6 TDI Elegance;2014;235.000 km;Yarı Otomatik;Dizel;-;Sedan;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;695.000
1034;23576448;Skoda;Rapid;1.6 TDI Elegance;2014;263.000 km;Yarı Otomatik;Dizel;-;Sedan;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;595.000
866;23623117;Skoda;Rapid;1.6 TDI Elegance;2014;52.000 km;Yarı Otomatik;Dizel;Sedan;Kırmızı;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;1 değişen, 2 boyalı;825.000
32;23707524;Skoda;Rapid;1.6 TDI Spaceback Elegance;2014;59.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;90 hp;Önden Çekiş;4,6 lt;55 lt;"
Tamamı orjinal
";880.000
1091;23550790;Skoda;Rapid;1.6 TDI Elegance;2014;70.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;850.000
456;23729867;Skoda;Rapid;1.6 TDI Elegance;2014;96.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;"
Tamamı orjinal
";800.000
266;23756299;Skoda;Rapid;1.6 TDI Spaceback Elegance;2014;99.950 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1598 cc;90 hp;Önden Çekiş;4,6 lt;55 lt;4 boyalı;700.000
261;23755763;Skoda;Rapid;1.6 TDI Elegance;2013;108.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;830.000
629;23688683;Skoda;Rapid;1.6 TDI Elegance;2013;177.600 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;2 boyalı;750.000
1036;23571155;Skoda;Rapid;1.6 TDI Elegance;2013;230.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;4 boyalı;605.000
309;23749285;Skoda;Rapid;1.6 TDI Elegance;2013;86.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;1 boyalı;715.000
1107;23545846;Skoda;Rapid;1.6 TDI Elegance;2013;91.164 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;90 hp;Önden Çekiş;4,5 lt;55 lt;3 değişen, 4 boyalı;625.000
53;23789872;Skoda;Roomster;1.6 TDI Panaroma;2012;148.000 km;Düz;Dizel;MPV;Beyaz;1598 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;"
Tamamı orjinal
";575.000
80;23703758;Skoda;Roomster;1.6 TDI Active;2012;92.000 km;Düz;Dizel;MPV;Bej;1598 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;4 boyalı;519.900
607;23694566;Skoda;Rapid;1.4 TDI Style;2018;178.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;4 lt;55 lt;1 değişen, 3 boyalı;815.000
336;23745480;Skoda;Rapid;1.4 TDI Style;2018;61.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;4 lt;55 lt;Belirtilmemiş;850.000
785;23649199;Skoda;Rapid;1.4 TDI Spaceback Style;2017;102.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;2 boyalı;845.000
1244;23480777;Skoda;Rapid;1.4 TDI Style;2017;105.000 km;Yarı Otomatik;Dizel;-;Sedan;1422 cc;90 hp;Önden Çekiş;4 lt;55 lt;"
Tamamı orjinal
";885.000
135;23436789;Skoda;Rapid;1.4 TDI Style;2017;152.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;4 lt;55 lt;Belirtilmemiş;799.750
292;23753960;Skoda;Rapid;1.4 TDI Style;2017;88.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;845.000
1053;23567740;Skoda;Rapid;1.4 TDI Spaceback Style;2016;105.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;3 boyalı;720.000
330;23596000;Skoda;Rapid;1.4 TDI Ambition;2016;109.000 km;Düz;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,6 lt;55 lt;Belirtilmemiş;685.000
790;23649010;Skoda;Rapid;1.4 TDI Style;2016;111.500 km;Yarı Otomatik;Dizel;Sedan;Gri;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;870.000
1185;23501957;Skoda;Rapid;1.4 TDI Spaceback Style;2016;117.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;2 değişen, 1 boyalı;825.000
368;23739053;Skoda;Rapid;1.4 TDI Spaceback Style;2016;120.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;"
Tamamı orjinal
";770.000
1056;23566830;Skoda;Rapid;1.4 TDI Spaceback Style;2016;123.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;840.000
1274;23465318;Skoda;Rapid;1.4 TDI Monte Carlo;2016;123.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;3 boyalı;875.000
31;23751397;Skoda;Rapid;1.4 TDI Style;2016;124.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;2 boyalı;785.000
495;23717595;Skoda;Rapid;1.4 TDI Style;2016;128.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;3 değişen, 4 boyalı;790.000
974;23596317;Skoda;Rapid;1.4 TDI Spaceback Style;2016;133.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;1 değişen, 8 boyalı;740.000
517;23370328;Skoda;Rapid;1.4 TDI Spaceback Style;2016;149.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;731.500
1055;23567712;Skoda;Rapid;1.4 TDI Ambition;2016;155.000 km;Düz;Dizel;Sedan;Kırmızı;1422 cc;90 hp;Önden Çekiş;3,6 lt;55 lt;1 boyalı;860.000
1145;23524324;Skoda;Rapid;1.4 TDI Style;2016;157.000 km;Yarı Otomatik;Dizel;Sedan;Bej;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;3 boyalı;778.000
970;23597898;Skoda;Rapid;1.4 TDI Ambition;2016;223.000 km;Düz;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,6 lt;55 lt;1 boyalı;682.500
651;22830238;Skoda;Rapid;1.4 TDI Spaceback Style;2016;245.000 km;Yarı Otomatik;Dizel;Beyaz;Hatchback/5;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;570.000
798;23285882;Skoda;Rapid;1.4 TDI Style;2016;257.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;6 boyalı;790.000
581;21703810;Skoda;Rapid;1.4 TDI Spaceback Style;2016;299.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;3 boyalı;685.000
40;20021359;Skoda;Rapid;1.4 TDI Spaceback Style;2016;60.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;2 boyalı;915.000
1019;22793278;Skoda;Rapid;1.4 TDI Spaceback Style;2016;88.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;835.000
186;23687278;Skoda;Rapid;1.4 TDI Spaceback Style;2016;95.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;815.000
649;23340342;Skoda;Rapid;1.4 TDI Style;2015;106.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;"
Tamamı orjinal
";765.000
506;23711883;Skoda;Rapid;1.4 TDI Spaceback Style;2015;123.500 km;Yarı Otomatik;Dizel;Hatchback/5;Mavi (metalik);1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;1 değişen, 2 boyalı;754.750
265;23755239;Skoda;Rapid;1.4 TDI Style;2015;124.500 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;"
Tamamı orjinal
";785.000
801;23644659;Skoda;Rapid;1.4 TDI Style;2015;128.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;800.000
293;23752434;Skoda;Rapid;1.4 TDI Spaceback Style;2015;134.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;2 boyalı;765.000
937;23609644;Skoda;Rapid;1.4 TDI Spaceback Style;2015;143.500 km;Yarı Otomatik;Dizel;Hatchback/5;Mavi (metalik);1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;850.000
260;23756940;Skoda;Rapid;1.4 TDI Spaceback Style;2015;145.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;672.500
1186;23505365;Skoda;Rapid;1.4 TDI Spaceback Style;2015;147.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;692.000
734;23658477;Skoda;Rapid;1.4 TDI Spaceback Style;2015;194.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;2 değişen;580.000
998;23588620;Skoda;Rapid;1.4 TDI Spaceback Style;2015;195.640 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;"
Tamamı orjinal
";725.000
300;23751224;Skoda;Rapid;1.4 TDI Spaceback Style;2015;220.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;2 değişen, 2 boyalı;725.000
462;23726109;Skoda;Rapid;1.4 TDI Style;2015;225.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;1 boyalı;675.000
340;23740281;Skoda;Rapid;1.4 TDI Ambition;2015;230.000 km;Yarı Otomatik;Dizel;Sedan;Gri;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;"
Tamamı orjinal
";710.000
228;23761095;Skoda;Rapid;1.4 TDI Ambition;2015;250.000 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;750.000
591;22259830;Skoda;Rapid;1.4 TDI Style;2015;265.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;"
Tamamı orjinal
";689.000
712;23664578;Skoda;Rapid;1.4 TDI Spaceback Style;2015;66.500 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;"
Tamamı orjinal
";860.000
729;22563648;Skoda;Rapid;1.4 TDI Style;2015;66.500 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;"
Tamamı orjinal
";860.000
671;23679315;Skoda;Rapid;1.4 TDI Style;2015;78.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;"
Tamamı orjinal
";800.000
245;23757950;Skoda;Rapid;1.4 TDI Style;2015;79.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;2 boyalı;795.000
735;23657594;Skoda;Rapid;1.4 TDI Spaceback Style;2015;80.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1422 cc;90 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;920.000
249;23757874;Skoda;Rapid;1.2 TSI Spaceback Ambition;2016;117.000 km;Düz;Benzin;Hatchback/5;Beyaz;1197 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;"
Tamamı orjinal
";620.000
87;23661215;Skoda;Rapid;1.2 TSI Spaceback Style;2016;120.000 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1197 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Belirtilmemiş;725.000
489;23720973;Skoda;Rapid;1.2 TSI Spaceback Style;2016;19.980 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1197 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;"
Tamamı orjinal
";809.750
264;22690491;Skoda;Rapid;1.2 TSI Spaceback Style;2016;32.500 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1197 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;"
Tamamı orjinal
";8.999.900
188;23767634;Skoda;Rapid;1.2 TSI Spaceback Style;2016;84.500 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1197 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;3 değişen, 1 boyalı;800.000
1008;22219136;Skoda;Rapid;1.2 TSI Style;2016;90.000 km;Yarı Otomatik;Benzin;Sedan;Kahverengi;1197 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;"
Tamamı orjinal
";855.000
700;23669377;Skoda;Rapid;1.2 TSI Spaceback Ambition;2015;135.189 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1197 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;"
Tamamı orjinal
";817.000
619;23692062;Skoda;Roomster;1.4 Style;2010;81.000 km;Düz;Benzin;MPV;Gri;1390 cc;85 hp;Önden Çekiş;6,8 lt;55 lt;"
Tamamı orjinal
";575.000
704;23667453;Skoda;Roomster;1.4 Panaroma;2012;181.700 km;Düz;LPG & Benzin;MPV;Beyaz;1390 cc;85 hp;Önden Çekiş;6,4 lt;55 lt;6 boyalı;575.000
1116;23542620;Skoda;Roomster;1.4 TDI Style;2010;287.000 km;Düz;Dizel;MPV;Gri (Gümüş);1422 cc;80 hp;Önden Çekiş;5,1 lt;55 lt;Belirtilmemiş;371.000
868;23259758;Skoda;Rapid;1.2 Spaceback Ambition;2015;125.000 km;Düz;Benzin;Hatchback/5;Beyaz;1198 cc;75 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;650.000
94;23780341;Skoda;Rapid;1.2 TSI Spaceback Ambition;2015;130.715 km;Düz;Benzin;Hatchback/5;Beyaz;1198 cc;75 hp;Önden Çekiş;5,8 lt;55 lt;3 değişen, 3 boyalı;500.000
752;23653697;Skoda;Rapid;1.2 Spaceback Ambition;2015;141.000 km;Düz;Benzin;Hatchback/5;Beyaz;1198 cc;75 hp;Önden Çekiş;5,8 lt;55 lt;3 değişen;539.999
1134;23160456;Skoda;Rapid;1.2 TSI Spaceback Ambition;2014;139.000 km;Düz;Benzin;Hatchback/5;Beyaz;1198 cc;75 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;645.000
751;23658585;Skoda;Rapid;1.2 Spaceback Ambition;2014;92.300 km;Düz;Benzin;Hatchback/5;Beyaz;1198 cc;75 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;594.000
337;23744831;Skoda;Rapid;1.2 Spaceback Ambition;2015;122.560 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1198 cc;75 hp;Önden Çekiş;5,8 lt;55 lt;1 değişen, 3 boyalı;576.000
701;23668533;Skoda;Rapid;1.2 Ambition;2015;183.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1198 cc;75 hp;Önden Çekiş;6,1 lt;55 lt;Belirtilmemiş;500.000
207;23614942;Skoda;Rapid;1.2 Ambition;2013;165.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1198 cc;75 hp;Önden Çekiş;6,1 lt;55 lt;1 değişen;603.750
1012;23221462;Skoda;Roomster;1.2 Active;2013;109.000 km;Düz;Benzin;MPV;Beyaz;1198 cc;70 hp;Önden Çekiş;6,2 lt;55 lt;1 boyalı;609.000
103;23437811;Skoda;Roomster;1.2 Active;2012;203.000 km;Düz;Benzin;MPV;Mavi;1198 cc;70 hp;Önden Çekiş;6,2 lt;55 lt;2 değişen, 5 boyalı;459.000
631;23689610;Skoda;Roomster;1.2;2011;181.600 km;Düz;Benzin;MPV;Beyaz;1198 cc;70 hp;Önden Çekiş;6,2 lt;55 lt;"
Tamamı orjinal
";545.000
479;23718320;Skoda;Roomster;1.2 Active;2012;121.700 km;Düz;LPG & Benzin;MPV;Mavi (metalik);1198 cc;70 hp;Önden Çekiş;6,2 lt;55 lt;Belirtilmemiş;545.000
566;23473600;Skoda;Roomster;1.2 Active;2012;267.000 km;Düz;LPG & Benzin;MPV;Beyaz;1198 cc;70 hp;Önden Çekiş;6,2 lt;55 lt;12 boyalı;379.000
924;23614829;Skoda;Roomster;1.2;2012;282.500 km;Düz;LPG & Benzin;MPV;Beyaz;1198 cc;70 hp;Önden Çekiş;6,2 lt;55 lt;1 değişen, 1 boyalı;432.100
669;22836391;Skoda;Roomster;1.2 Style;2011;127.000 km;Düz;LPG & Benzin;Beyaz;MPV;1198 cc;70 hp;Önden Çekiş;6,8 lt;55 lt;1 değişen, 4 boyalı;455.900
514;23370788;Skoda;Roomster;1.2;2011;250.000 km;Düz;LPG & Benzin;-;MPV;1198 cc;70 hp;Önden Çekiş;6,8 lt;55 lt;3 boyalı;450.000
349;23743297;Skoda;Octavia;2.0 TDI RS;2022;11.550 km;Otomatik;Dizel;Sedan;Kırmızı;1968 cc;176 - 200 HP;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;2.290.000
980;23595082;Skoda;Rapid;1.4 TSI Spaceback Style;2015;67.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1395 cc;125 hp;Önden Çekiş;4,8 lt;55 lt;2 boyalı;750.000
193;23763877;Skoda;Rapid;1.4 TSI Elegance;2013;116.000 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1390 cc;122 hp;Önden Çekiş;6,3 lt;55 lt;"
Tamamı orjinal
";700.000
446;23578248;Skoda;Octavia;1.4 TSI Elegance;2012;117.500 km;Yarı Otomatik;Benzin;Hatchback/5;Füme;1390 cc;122 hp;Önden Çekiş;6,3 lt;55 lt;3 boyalı;754.950
271;19623710;Skoda;Octavia;1.4 TSI Ambiente;2012;121.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1390 cc;122 hp;Önden Çekiş;6,3 lt;55 lt;Belirtilmemiş;739.750
211;23763385;Skoda;Octavia;1.4 TSI Ambiente;2012;88.000 km;Yarı Otomatik;Benzin;Hatchback/5;Diğer;1390 cc;122 hp;Önden Çekiş;6,3 lt;55 lt;1 değişen, 2 boyalı;735.000
