,Yaş,Kilometre,Motor Hacmi,Motor Gücü,Ortalama Yakıt Tüketimi,Depo Hacmi,Fiyat,log_Fiyat,Ford,Opel,Renault,Skoda,Toyota,Volkswagen,Vites Tipi,Hasar Durumu
3665,8,97000.0,1598,132,6.1,50.0,920000,13.732128949025222,False,False,False,False,True,False,2.0,0
3666,7,179000.0,1364,90,4.1,55.0,769900,13.554015915266142,False,False,False,False,True,False,1.0,1
3667,7,164000.0,1364,90,4.1,55.0,830000,13.62918097977278,False,False,False,False,True,False,1.5,1
3668,2,72000.0,1490,125,5.8,50.0,985000,13.800396920154226,False,False,False,False,True,False,2.0,1
3670,6,41853.0,1598,132,5.7,50.0,899000,13.709038313453757,False,False,False,False,True,False,2.0,0
3672,2,6115.0,1490,125,5.8,50.0,1460000,14.19394699368452,False,False,False,False,True,False,2.0,1
3673,7,126000.0,1329,99,5.8,55.0,705000,13.465953081794405,False,False,False,False,True,False,1.0,0
3674,7,84452.0,1329,99,5.8,50.0,749000,13.526494262499357,False,False,False,False,True,False,1.0,0
3675,6,45000.0,1329,99,5.8,55.0,810000,13.604789526648622,False,False,False,False,True,False,1.0,1
3676,12,183000.0,1364,90,4.7,55.0,580000,13.270783382522602,False,False,False,False,True,False,1.0,0
3677,1,14500.0,1490,125,5.8,50.0,980000,13.795307850646754,False,False,False,False,True,False,2.0,0
3678,11,142000.0,1329,99,6.0,55.0,599000,13.303016877097587,False,False,False,False,True,False,1.0,0
3679,11,115775.0,1598,132,6.6,55.0,690000,13.444446876573442,False,False,False,False,True,False,1.0,1
3680,5,64000.0,1598,132,6.3,55.0,855000,13.658856747918897,False,False,False,False,True,False,1.0,1
3682,10,146500.0,1329,99,5.9,55.0,620000,13.337474757021274,False,False,False,False,True,False,1.0,0
3683,13,120000.0,1329,101,5.1,42.0,550000,13.217673557208654,False,False,False,False,True,False,1.0,1
3684,11,218000.0,1364,90,4.7,55.0,580000,13.270783382522602,False,False,False,False,True,False,1.0,1
3685,13,129000.0,1598,124,7.1,55.0,700000,13.458835614025542,False,False,False,False,True,False,2.0,0
3686,9,167900.0,1364,90,4.1,55.0,729000,13.499429010990795,False,False,False,False,True,False,1.5,1
3687,11,176000.0,1364,90,4.8,55.0,720000,13.487006490992238,False,False,False,False,True,False,1.0,1
3688,5,126000.0,1364,90,4.1,55.0,750000,13.527828485512494,False,False,False,False,True,False,1.5,0
3689,9,111000.0,1598,132,5.7,50.0,820000,13.617059619240436,False,False,False,False,True,False,2.0,0
3690,9,95000.0,1364,90,4.1,55.0,720000,13.487006490992238,False,False,False,False,True,False,1.0,0
3691,12,209000.0,1598,132,6.6,55.0,580000,13.270783382522602,False,False,False,False,True,False,1.0,0
3692,9,200000.0,1364,90,4.1,55.0,705000,13.465953081794405,False,False,False,False,True,False,1.5,0
3693,6,79000.0,1598,132,6.1,50.0,870000,13.676248490630767,False,False,False,False,True,False,2.0,1
3694,3,76500.0,1598,132,5.5,50.0,1050000,13.864300722133706,False,False,False,False,True,False,2.0,0
3696,7,101000.0,1329,99,5.8,55.0,765000,13.547631112808673,False,False,False,False,True,False,1.0,1
3697,8,280000.0,1598,132,6.3,55.0,650000,13.38472764187182,False,False,False,False,True,False,1.0,1
3698,0,6180.0,1490,125,6.3,50.0,1395000,14.148404973237604,False,False,False,False,True,False,2.0,1
3699,2,43000.0,1490,125,5.8,50.0,1089000,13.900770401915098,False,False,False,False,True,False,2.0,0
3700,7,157000.0,1364,90,4.1,55.0,769000,13.55284624848778,False,False,False,False,True,False,1.5,0
3701,9,133800.0,1364,90,4.2,50.0,699800,13.458549858915724,False,False,False,False,True,False,1.5,1
3702,5,107000.0,1364,90,4.1,55.0,864900,13.670369172294603,False,False,False,False,True,False,1.5,1
3703,3,76904.0,1598,132,5.5,50.0,960000,13.77468856344402,False,False,False,False,True,False,2.0,0
3704,6,33000.0,1364,90,4.1,55.0,975000,13.790192749979985,False,False,False,False,True,False,1.0,1
3706,8,286000.0,1364,90,4.1,55.0,755000,13.534473028231162,False,False,False,False,True,False,1.0,1
3707,8,107000.0,1598,132,5.7,50.0,775000,13.560618308335483,False,False,False,False,True,False,2.0,0
3708,12,181000.0,1364,90,4.7,55.0,696000,13.453104939316557,False,False,False,False,True,False,1.0,0
3709,10,103500.0,1598,132,5.9,50.0,715000,13.480037821676145,False,False,False,False,True,False,1.0,0
3710,11,210000.0,1329,99,6.0,55.0,575000,13.262125319779487,False,False,False,False,True,False,1.0,0
3711,6,52000.0,1598,132,6.1,55.0,1100000,13.9108207377686,False,False,False,False,True,False,2.0,1
3712,13,95000.0,1365,90,4.9,55.0,635000,13.36138027787483,False,False,False,False,True,False,1.0,0
3713,13,256000.0,1598,132,6.5,60.0,599600,13.30401804521058,False,False,False,False,True,False,1.0,1
3714,8,92000.0,1364,90,4.1,55.0,810000,13.604789526648622,False,False,False,False,True,False,1.0,0
3716,12,145000.0,1329,99,6.0,55.0,555000,13.226723392728571,False,False,False,False,True,False,1.0,0
3717,5,64000.0,1598,132,6.3,55.0,975000,13.790192749979985,False,False,False,False,True,False,1.0,0
3718,2,18500.0,1490,125,5.8,50.0,975000,13.790192749979985,False,False,False,False,True,False,2.0,1
3719,12,162000.0,1364,90,4.8,55.0,700000,13.458835614025542,False,False,False,False,True,False,1.5,1
3720,6,134000.0,1598,132,6.3,55.0,830000,13.62918097977278,False,False,False,False,True,False,1.0,1
3721,3,26100.0,1598,132,5.5,50.0,1065000,13.878485357125662,False,False,False,False,True,False,1.5,1
3722,10,167000.0,1598,132,6.3,55.0,705000,13.465953081794405,False,False,False,False,True,False,1.0,0
3723,6,61000.0,1329,99,5.8,55.0,795000,13.58609739363647,False,False,False,False,True,False,1.0,1
3724,13,325000.0,1365,90,4.9,55.0,550000,13.217673557208654,False,False,False,False,True,False,1.5,1
3725,7,60000.0,1329,99,5.8,50.0,680000,13.42984807715229,False,False,False,False,True,False,1.0,0
3726,3,95000.0,1598,132,5.5,50.0,1020000,13.835313185260453,False,False,False,False,True,False,2.0,1
3727,13,250000.0,1598,132,6.5,60.0,625000,13.345506928718539,False,False,False,False,True,False,1.0,0
3728,6,41000.0,1598,132,6.1,55.0,675000,13.422467969854667,False,False,False,False,True,False,2.0,0
3729,5,58000.0,1598,132,6.3,55.0,885000,13.693342923990066,False,False,False,False,True,False,1.0,0
3730,8,93500.0,1598,132,6.1,55.0,835000,13.635187003832993,False,False,False,False,True,False,2.0,0
3731,12,196000.0,1598,132,6.6,55.0,530000,13.180632285528304,False,False,False,False,True,False,1.0,0
3732,3,101000.0,1598,132,5.5,50.0,930000,13.742939865129438,False,False,False,False,True,False,2.0,0
3733,13,335078.0,1598,132,6.5,60.0,550000,13.217673557208654,False,False,False,False,True,False,1.0,0
3734,8,174000.0,1598,132,6.1,55.0,729000,13.499429010990795,False,False,False,False,True,False,2.0,1
3735,9,132000.0,1329,99,5.8,55.0,740000,13.514405465180353,False,False,False,False,True,False,1.0,1
3736,6,83750.0,1364,90,4.1,55.0,1049000,13.863347887378435,False,False,False,False,True,False,1.0,1
3737,7,162000.0,1364,90,4.1,55.0,785000,13.573438996764546,False,False,False,False,True,False,1.5,0
3738,8,140000.0,1364,90,4.1,55.0,800000,13.592367006650065,False,False,False,False,True,False,1.5,0
3739,10,212000.0,1364,90,4.2,50.0,755000,13.534473028231162,False,False,False,False,True,False,1.5,1
3740,7,67200.0,1329,99,5.1,42.0,740000,13.514405465180353,False,False,False,False,True,False,2.0,1
3741,11,173000.0,1598,124,7.1,55.0,705000,13.465953081794405,False,False,False,False,True,False,2.0,0
3742,6,27000.0,1329,99,5.8,55.0,830000,13.62918097977278,False,False,False,False,True,False,1.0,1
3743,10,153000.0,1364,90,4.7,55.0,710000,13.473020249017498,False,False,False,False,True,False,1.0,1
3744,7,81000.0,1329,99,5.8,55.0,760000,13.541073712262515,False,False,False,False,True,False,1.0,1
3745,10,126000.0,1364,90,4.8,55.0,630000,13.353475098367715,False,False,False,False,True,False,1.5,0
3746,6,38000.0,1329,99,5.8,55.0,946000,13.759997848034015,False,False,False,False,True,False,1.0,0
3747,10,86000.0,1329,99,5.0,42.0,650000,13.38472764187182,False,False,False,False,True,False,2.0,0
3748,12,143500.0,1329,99,6.0,55.0,620000,13.337474757021274,False,False,False,False,True,False,1.0,0
3749,5,183000.0,1364,90,4.1,55.0,840000,13.641157170819497,False,False,False,False,True,False,1.5,0
3750,11,89900.0,998,69,4.8,42.0,549000,13.215853720491667,False,False,False,False,True,False,1.0,0
3751,2,11111.0,1490,125,5.8,50.0,1150000,13.955272500339433,False,False,False,False,True,False,2.0,1
3752,10,142000.0,1329,99,5.0,42.0,650000,13.38472764187182,False,False,False,False,True,False,2.0,0
3753,8,216000.0,1364,90,4.1,55.0,750000,13.527828485512494,False,False,False,False,True,False,1.0,0
3754,11,192046.0,1598,132,6.5,60.0,800000,13.592367006650065,False,False,False,False,True,False,1.0,0
3756,11,152000.0,1364,90,4.7,55.0,690000,13.444446876573442,False,False,False,False,True,False,1.0,1
3757,1,18000.0,1490,125,5.8,50.0,1050000,13.864300722133706,False,False,False,False,True,False,2.0,1
3758,13,198000.0,1598,132,6.5,60.0,589000,13.286181462633724,False,False,False,False,True,False,1.0,0
3759,2,60000.0,1490,125,5.8,50.0,1140000,13.946538820370678,False,False,False,False,True,False,2.0,1
3760,5,26500.0,1598,132,6.3,55.0,850000,13.652991628466498,False,False,False,False,True,False,1.0,1
3761,12,184000.0,1364,90,4.7,55.0,528500,13.17779808429243,False,False,False,False,True,False,1.0,1
3762,8,82000.0,1329,99,5.8,55.0,770000,13.554145793829866,False,False,False,False,True,False,1.0,1
3763,11,233000.0,1364,90,4.7,55.0,680000,13.42984807715229,False,False,False,False,True,False,1.0,0
3764,11,233000.0,1364,90,4.7,55.0,680000,13.42984807715229,False,False,False,False,True,False,1.0,0
3765,11,147000.0,1364,90,4.7,55.0,730000,13.500799813124575,False,False,False,False,True,False,1.0,1
3766,13,231000.0,1329,101,5.1,42.0,469000,13.058358047428417,False,False,False,False,True,False,1.0,1
3767,5,43000.0,1598,132,6.3,55.0,825000,13.623138665316818,False,False,False,False,True,False,1.0,0
3768,7,87500.0,1598,132,6.1,50.0,900000,13.710150042306449,False,False,False,False,True,False,2.0,1
3769,2,37000.0,1490,125,5.8,50.0,932000,13.745088093667729,False,False,False,False,True,False,2.0,1
3770,6,70000.0,1329,99,5.8,55.0,740000,13.514405465180353,False,False,False,False,True,False,1.0,1
3771,11,122000.0,1364,90,4.8,55.0,729000,13.499429010990795,False,False,False,False,True,False,1.5,1
3772,6,59800.0,1329,99,5.8,55.0,790000,13.579788224443204,False,False,False,False,True,False,1.0,1
3773,2,35000.0,1490,125,5.8,50.0,949000,13.763164077592064,False,False,False,False,True,False,2.0,1
3774,8,161000.0,1329,99,5.8,55.0,700000,13.458835614025542,False,False,False,False,True,False,1.0,1
3775,5,83000.0,1598,132,6.3,55.0,865000,13.670484785914017,False,False,False,False,True,False,1.0,1
3776,12,42207.0,1598,124,7.0,55.0,870000,13.676248490630767,False,False,False,False,True,False,1.0,1
3777,6,75000.0,1329,99,5.8,55.0,790000,13.579788224443204,False,False,False,False,True,False,1.0,1
3778,6,37050.0,1598,132,6.1,55.0,925000,13.737549016494562,False,False,False,False,True,False,2.0,1
3779,13,230000.0,1365,90,4.9,55.0,460000,13.038981768465277,False,False,False,False,True,False,1.0,0
3780,7,128000.0,1364,90,4.1,55.0,928500,13.741325659774898,False,False,False,False,True,False,2.0,1
3781,8,51500.0,1598,132,6.1,50.0,938900,13.75246425624664,False,False,False,False,True,False,2.0,0
3782,6,42000.0,1329,99,5.8,55.0,770000,13.554145793829866,False,False,False,False,True,False,1.0,1
3783,12,174000.0,1364,90,4.8,55.0,695000,13.45166712454693,False,False,False,False,True,False,1.0,1
3784,10,155000.0,1598,132,5.7,50.0,645000,13.37700559577791,False,False,False,False,True,False,2.0,0
3785,5,39000.0,1364,90,4.1,55.0,1115000,13.924364962876357,False,False,False,False,True,False,1.5,1
3786,3,42000.0,1197,116,5.8,50.0,1205000,14.001990124906893,False,False,False,False,True,False,2.0,1
3787,11,260000.0,1364,90,4.8,55.0,610000,13.321214236149494,False,False,False,False,True,False,1.5,1
3788,5,80000.0,1598,132,6.3,55.0,850000,13.652991628466498,False,False,False,False,True,False,1.0,1
3789,11,153500.0,1364,90,4.8,55.0,610000,13.321214236149494,False,False,False,False,True,False,1.5,0
3790,8,154000.0,1364,90,4.1,55.0,780000,13.567049198665774,False,False,False,False,True,False,1.5,0
3791,11,129500.0,1329,99,6.0,55.0,600000,13.304684934198283,False,False,False,False,True,False,1.0,0
3792,5,140000.0,1598,132,6.1,50.0,770000,13.554145793829866,False,False,False,False,True,False,2.0,0
3793,12,194000.0,1598,124,7.1,55.0,640000,13.369223455335854,False,False,False,False,True,False,2.0,0
3794,4,46000.0,1598,132,5.5,50.0,929000,13.741864017795976,False,False,False,False,True,False,1.5,1
3795,11,145000.0,1598,132,6.6,55.0,720000,13.487006490992238,False,False,False,False,True,False,1.0,1
3796,7,106300.0,1329,99,5.8,55.0,758000,13.53843866462451,False,False,False,False,True,False,1.0,1
3797,8,53287.0,1329,99,5.5,50.0,720000,13.487006490992238,False,False,False,False,True,False,1.0,1
3798,7,99000.0,1329,99,5.8,55.0,669000,13.413539339110365,False,False,False,False,True,False,1.0,0
3799,11,202000.0,1364,90,4.8,55.0,645000,13.37700559577791,False,False,False,False,True,False,1.5,0
3800,3,38000.0,1598,132,5.5,50.0,1060000,13.87377946608825,False,False,False,False,True,False,2.0,1
3801,8,75000.0,1598,132,6.1,50.0,815000,13.610943392223,False,False,False,False,True,False,2.0,1
3802,9,126500.0,1364,90,4.1,55.0,790000,13.579788224443204,False,False,False,False,True,False,1.0,1
3803,1,6001.0,1490,125,5.8,50.0,1200000,13.997832114758229,False,False,False,False,True,False,2.0,1
3804,10,148000.0,1598,132,6.1,55.0,840000,13.641157170819497,False,False,False,False,True,False,2.0,0
3805,7,68000.0,1329,99,5.8,55.0,700000,13.458835614025542,False,False,False,False,True,False,1.0,1
3806,11,105000.0,1364,90,4.8,55.0,754000,13.533147646990093,False,False,False,False,True,False,1.0,1
3807,6,77800.0,1598,132,6.1,55.0,925000,13.737549016494562,False,False,False,False,True,False,2.0,1
3808,8,51300.0,1329,99,5.8,55.0,780000,13.567049198665774,False,False,False,False,True,False,1.0,1
3809,7,41500.0,1329,99,4.8,42.0,830000,13.62918097977278,False,False,False,False,True,False,2.0,1
3810,8,155000.0,1364,90,4.1,55.0,795000,13.58609739363647,False,False,False,False,True,False,1.5,1
3811,10,109000.0,1329,99,5.5,50.0,620000,13.337474757021274,False,False,False,False,True,False,1.0,0
3812,11,93000.0,1598,124,7.0,55.0,705000,13.465953081794405,False,False,False,False,True,False,1.0,0
3813,11,110000.0,1329,99,5.2,42.0,525000,13.17115354157376,False,False,False,False,True,False,1.0,1
3814,8,108900.0,1598,132,6.1,50.0,829900,13.62906049058654,False,False,False,False,True,False,2.0,0
3815,0,9000.0,1490,125,6.3,50.0,1145000,13.950915194970477,False,False,False,False,True,False,2.0,1
3816,6,88000.0,1329,99,5.8,50.0,705000,13.465953081794405,False,False,False,False,True,False,1.0,1
3817,10,204000.0,1598,132,6.5,60.0,722500,13.490472698968725,False,False,False,False,True,False,1.0,0
3818,5,196000.0,1364,90,4.1,55.0,798000,13.589863876431945,False,False,False,False,True,False,1.5,1
3819,9,134000.0,1364,90,4.2,50.0,850000,13.652991628466498,False,False,False,False,True,False,1.5,1
3820,10,158000.0,1598,132,6.3,55.0,855000,13.658856747918897,False,False,False,False,True,False,1.0,1
3821,0,6500.0,1490,125,6.3,50.0,900000,13.710150042306449,False,False,False,False,True,False,2.0,1
3822,7,142000.0,1364,90,4.1,55.0,820000,13.617059619240436,False,False,False,False,True,False,1.5,0
3823,7,56000.0,998,69,4.7,42.0,605000,13.312983737012978,False,False,False,False,True,False,1.0,1
3824,9,112000.0,1329,99,5.8,55.0,698000,13.45597438174451,False,False,False,False,True,False,1.0,0
3825,8,172000.0,1329,99,5.8,55.0,700000,13.458835614025542,False,False,False,False,True,False,1.0,0
3826,10,197000.0,1364,90,4.1,55.0,720000,13.487006490992238,False,False,False,False,True,False,1.5,1
3827,9,62000.0,1329,99,5.8,55.0,750000,13.527828485512494,False,False,False,False,True,False,1.0,0
3828,5,57300.0,1598,132,6.3,55.0,855000,13.658856747918897,False,False,False,False,True,False,1.0,1
3829,8,135900.0,1364,90,4.1,55.0,770000,13.554145793829866,False,False,False,False,True,False,1.0,1
3831,9,132000.0,1364,90,4.1,55.0,830000,13.62918097977278,False,False,False,False,True,False,1.5,1
3832,7,88000.0,1598,132,6.1,55.0,980000,13.795307850646754,False,False,False,False,True,False,2.0,1
3833,10,55400.0,1598,132,5.7,50.0,865000,13.670484785914017,False,False,False,False,True,False,2.0,0
3834,8,75000.0,1598,132,6.1,50.0,840000,13.641157170819497,False,False,False,False,True,False,2.0,0
3835,3,28500.0,1598,132,5.5,50.0,950000,13.764217263576723,False,False,False,False,True,False,1.5,1
3836,10,157900.0,1364,90,4.1,55.0,810000,13.604789526648622,False,False,False,False,True,False,1.0,1
3837,2,13100.0,1490,125,5.8,50.0,980000,13.795307850646754,False,False,False,False,True,False,2.0,1
3838,7,40800.0,1329,99,5.8,55.0,810000,13.604789526648622,False,False,False,False,True,False,1.0,1
3839,10,80000.0,1364,90,4.2,50.0,860000,13.664687668229691,False,False,False,False,True,False,1.0,0
3840,4,27000.0,1598,132,5.5,50.0,1200000,13.997832114758229,False,False,False,False,True,False,2.0,1
3841,8,90000.0,1598,132,6.1,55.0,930000,13.742939865129438,False,False,False,False,True,False,2.0,1
3842,12,121136.0,1598,124,7.1,55.0,700000,13.458835614025542,False,False,False,False,True,False,2.0,0
3843,12,159000.0,1329,101,5.1,42.0,465000,13.049792684569493,False,False,False,False,True,False,1.0,0
3844,7,102000.0,1364,90,4.1,55.0,909000,13.720100373159616,False,False,False,False,True,False,1.0,1
3845,9,100000.0,1329,99,5.8,55.0,730000,13.500799813124575,False,False,False,False,True,False,1.0,1
3846,13,242000.0,1364,90,4.7,55.0,580000,13.270783382522602,False,False,False,False,True,False,1.0,0
3847,7,71000.0,1329,99,5.8,55.0,780000,13.567049198665774,False,False,False,False,True,False,1.0,0
3848,10,124900.0,1364,90,4.2,50.0,760000,13.541073712262515,False,False,False,False,True,False,1.5,0
3849,8,134000.0,1364,90,4.1,55.0,749000,13.526494262499357,False,False,False,False,True,False,1.5,0
3850,8,128000.0,1364,90,4.1,55.0,815000,13.610943392223,False,False,False,False,True,False,1.0,1
3851,3,67000.0,1598,132,5.5,50.0,980000,13.795307850646754,False,False,False,False,True,False,1.5,1
3852,2,11994.0,998,72,4.5,42.0,762000,13.543701834668783,False,False,False,False,True,False,1.0,1
3853,11,183000.0,1364,90,4.8,55.0,605000,13.312983737012978,False,False,False,False,True,False,1.5,0
