,Yaş,Kilometre,Motor Hacmi,Motor Gücü,Ortalama Yakıt Tüketimi,Depo Hacmi,Fiyat,log_Fiyat,Ford,Opel,Renault,Skoda,Toyota,Volkswagen,Vites Tipi,Hasar Durumu
7705,12,86000.0,1461,65,4.5,50.0,530000,13.180632285528304,False,False,True,False,False,False,1.0,1
7706,5,90000.0,1461,110,3.8,49.0,945000,13.758940206475879,False,False,True,False,False,False,1.5,1
7707,10,189000.0,1461,75,3.6,45.0,605000,13.312983737012978,False,False,True,False,False,False,1.0,1
7708,8,155000.0,1461,110,4.4,60.0,690000,13.444446876573442,False,False,True,False,False,False,1.5,1
7709,8,150000.0,1149,75,6.0,50.0,520000,13.16158409055761,False,False,True,False,False,False,1.0,0
7710,6,110000.0,1461,110,3.8,49.0,875000,13.681979165339751,False,False,True,False,False,False,1.5,1
7711,11,165000.0,1461,110,4.6,60.0,500000,13.122363377404328,False,False,True,False,False,False,1.0,1
7712,9,273000.0,1461,110,4.4,60.0,600000,13.304684934198283,False,False,True,False,False,False,1.5,0
7713,9,114000.0,1149,75,5.5,45.0,590000,13.287877815881902,False,False,True,False,False,False,1.0,0
7714,5,48000.0,1461,110,3.8,49.0,900000,13.710150042306449,False,False,True,False,False,False,1.5,0
7715,6,158000.0,1461,110,3.8,49.0,741900,13.516969742177617,False,False,True,False,False,False,1.5,0
7716,8,165000.0,1461,110,4.4,60.0,619950,13.337394108607988,False,False,True,False,False,False,1.5,0
7717,10,96200.0,1149,75,5.5,45.0,530000,13.180632285528304,False,False,True,False,False,False,1.0,0
7718,8,275000.0,1461,75,3.6,45.0,565000,13.244581010128577,False,False,True,False,False,False,1.0,0
7719,12,141000.0,1461,85,4.4,55.0,485000,13.091904169919621,False,False,True,False,False,False,1.0,0
7720,5,160000.0,1461,90,3.9,50.0,579900,13.270610953864532,False,False,True,False,False,False,1.0,1
7721,5,124000.0,1461,90,3.9,50.0,760000,13.541073712262515,False,False,True,False,False,False,1.0,1
7722,10,173000.0,1461,110,4.4,60.0,700000,13.458835614025542,False,False,True,False,False,False,1.5,0
7723,6,204231.0,1598,136,5.1,62.0,985000,13.800396920154226,False,True,False,False,False,False,2.0,0
7724,3,43000.0,1364,140,6.7,56.0,910000,13.721199878493033,False,True,False,False,False,False,2.0,1
7725,11,275000.0,1248,95,3.6,45.0,510000,13.142166004700508,False,True,False,False,False,False,1.0,1
7726,9,164500.0,1598,136,4.2,56.0,530500,13.181575237036174,False,True,False,False,False,False,1.0,0
7727,11,113000.0,1598,115,6.5,52.0,620000,13.337474757021274,False,True,False,False,False,False,1.0,1
7729,11,161000.0,1248,95,4.2,56.0,725000,13.493926933836812,False,True,False,False,False,False,1.0,1
7730,10,163000.0,1598,115,6.6,56.0,625000,13.345506928718539,False,True,False,False,False,False,1.0,1
7731,6,70000.0,1598,115,6.5,56.0,737500,13.511021367196111,False,True,False,False,False,False,1.0,1
7733,11,161000.0,1248,95,4.2,56.0,725000,13.493926933836812,False,True,False,False,False,False,1.0,1
7734,10,115000.0,1364,140,6.7,56.0,749000,13.526494262499357,False,True,False,False,False,False,2.0,0
7735,11,195000.0,1248,75,4.3,45.0,490000,13.102160670086809,False,True,False,False,False,False,1.0,0
7736,10,137000.0,1598,115,6.5,52.0,580000,13.270783382522602,False,True,False,False,False,False,1.0,0
7738,5,140000.0,1598,136,5.1,62.0,1370000,14.130321297804308,False,True,False,False,False,False,2.0,1
7739,10,154000.0,1598,115,6.7,52.0,665000,13.407542319637992,False,True,False,False,False,False,1.0,1
7740,7,145000.0,1598,115,6.5,56.0,655000,13.39239051461739,False,True,False,False,False,False,1.0,0
7741,9,130000.0,1598,115,6.5,56.0,665000,13.407542319637992,False,True,False,False,False,False,1.0,1
7743,5,70000.0,1598,115,6.5,56.0,755000,13.534473028231162,False,True,False,False,False,False,1.0,1
7744,11,234800.0,1598,115,6.6,52.0,525000,13.17115354157376,False,True,False,False,False,False,1.5,0
7745,10,192000.0,1248,95,4.2,56.0,550000,13.217673557208654,False,True,False,False,False,False,1.0,0
7746,10,176000.0,1598,115,6.5,56.0,615000,13.329377546788654,False,True,False,False,False,False,1.0,0
7747,11,164000.0,1248,95,4.1,56.0,560000,13.235692062711331,False,True,False,False,False,False,1.0,0
7748,11,201500.0,1598,115,6.3,56.0,510000,13.142166004700508,False,True,False,False,False,False,1.0,0
7749,10,175700.0,1248,95,3.6,45.0,560000,13.235692062711331,False,True,False,False,False,False,1.0,1
7750,11,150000.0,1598,115,6.8,52.0,635000,13.36138027787483,False,True,False,False,False,False,1.0,1
7751,11,151500.0,1248,90,5.1,52.0,625500,13.346306608889103,False,True,False,False,False,False,1.0,1
7752,10,254000.0,1248,95,4.1,56.0,625000,13.345506928718539,False,True,False,False,False,False,1.0,1
7753,1,47181.0,1199,75,4.1,40.0,769900,13.554015915266142,False,True,False,False,False,False,1.0,1
7754,10,44500.0,1598,115,6.3,52.0,695000,13.45166712454693,False,True,False,False,False,False,1.5,1
7755,12,132000.0,1229,80,6.1,45.0,490000,13.102160670086809,False,True,False,False,False,False,1.0,1
7756,6,115000.0,1598,136,5.1,56.0,910000,13.721199878493033,False,True,False,False,False,False,2.0,1
7757,6,199500.0,1598,136,5.1,56.0,755000,13.534473028231162,False,True,False,False,False,False,2.0,0
7758,8,82500.0,1598,136,4.2,56.0,870000,13.676248490630767,False,True,False,False,False,False,1.0,0
7759,6,45000.0,1398,90,6.0,45.0,699900,13.458692746677631,False,True,False,False,False,False,2.0,1
7760,11,175000.0,1229,80,5.8,45.0,400000,12.89921982609012,False,True,False,False,False,False,1.0,1
7761,9,68500.0,1598,115,6.6,56.0,625000,13.345506928718539,False,True,False,False,False,False,1.0,0
7762,7,151000.0,1598,136,4.6,52.0,755000,13.534473028231162,False,True,False,False,False,False,2.0,0
7763,11,106000.0,1598,115,6.3,56.0,590000,13.287877815881902,False,True,False,False,False,False,1.0,0
7764,8,112000.0,1598,115,6.6,56.0,685000,13.437174117244362,False,True,False,False,False,False,1.0,1
7765,12,158000.0,1248,95,4.2,56.0,606000,13.314635265051452,False,True,False,False,False,False,1.0,0
7766,5,215000.0,1229,85,5.1,45.0,380000,12.84792653170257,False,True,False,False,False,False,1.5,0
7767,6,228000.0,1598,136,5.1,62.0,920000,13.732128949025222,False,True,False,False,False,False,2.0,1
7768,11,199000.0,1248,90,5.1,52.0,540000,13.199324418540456,False,True,False,False,False,False,1.0,1
7769,8,80000.0,1598,115,6.6,56.0,735000,13.507625778194974,False,True,False,False,False,False,1.0,1
7770,5,99410.0,1598,136,5.1,56.0,722000,13.489780417874963,False,True,False,False,False,False,2.0,0
7771,11,198000.0,1248,75,4.0,45.0,517500,13.15676480412166,False,True,False,False,False,False,1.0,1
7772,12,175000.0,1364,90,5.9,52.0,450000,13.017002861746503,False,True,False,False,False,False,1.5,0
7773,11,158000.0,1248,75,4.0,45.0,580000,13.270783382522602,False,True,False,False,False,False,1.0,0
7774,6,140000.0,1598,136,5.1,56.0,625000,13.345506928718539,False,True,False,False,False,False,2.0,0
7775,10,158000.0,1248,75,4.2,45.0,475000,13.071070083016778,False,True,False,False,False,False,1.0,0
7776,6,85000.0,1598,115,6.5,56.0,765000,13.547631112808673,False,True,False,False,False,False,1.0,1
7777,9,172000.0,1598,115,6.6,56.0,614000,13.327750207129279,False,True,False,False,False,False,1.0,0
7778,1,18000.0,1199,75,4.1,40.0,880000,13.687677186454389,False,True,False,False,False,False,1.0,1
7779,11,165000.0,1248,75,4.2,45.0,499999,13.12236137740233,False,True,False,False,False,False,1.0,0
7780,3,72000.0,1499,102,3.2,41.0,775000,13.560618308335483,False,True,False,False,False,False,1.0,1
7781,6,120000.0,1598,136,4.6,52.0,805000,13.5985975564007,False,True,False,False,False,False,2.0,0
7782,9,80000.0,1364,100,5.5,45.0,550000,13.217673557208654,False,True,False,False,False,False,1.0,1
7783,6,38000.0,1598,115,6.5,56.0,770000,13.554145793829866,False,True,False,False,False,False,1.0,0
7784,11,62300.0,1364,100,5.9,45.0,672000,13.418013619505286,False,True,False,False,False,False,2.0,1
7785,8,89000.0,1398,90,6.0,45.0,600000,13.304684934198283,False,True,False,False,False,False,2.0,0
7786,9,160000.0,1598,136,4.2,56.0,675000,13.422467969854667,False,True,False,False,False,False,1.0,0
7787,13,206000.0,1598,115,6.3,56.0,540000,13.199324418540456,False,True,False,False,False,False,1.0,1
7788,3,58000.0,1199,75,4.1,40.0,698000,13.45597438174451,False,True,False,False,False,False,1.0,1
7789,9,225000.0,1248,95,4.1,56.0,602500,13.308842944346948,False,True,False,False,False,False,1.0,1
7790,7,170000.0,1598,136,4.6,52.0,940000,13.753635154246187,False,True,False,False,False,False,2.0,1
7793,9,93000.0,1229,85,5.3,45.0,575000,13.262125319779487,False,True,False,False,False,False,1.0,0
7794,8,118000.0,1598,115,6.6,56.0,620000,13.337474757021274,False,True,False,False,False,False,1.0,0
7795,12,255000.0,1248,95,4.2,56.0,500000,13.122363377404328,False,True,False,False,False,False,1.0,0
7796,10,118000.0,1598,115,6.5,52.0,560000,13.235692062711331,False,True,False,False,False,False,1.0,0
7797,9,54500.0,1229,85,5.3,45.0,539500,13.198398063680326,False,True,False,False,False,False,1.0,0
7798,11,205000.0,1248,75,4.0,45.0,515000,13.151922179645874,False,True,False,False,False,False,1.0,1
7799,6,245000.0,1598,136,5.1,56.0,675000,13.422467969854667,False,True,False,False,False,False,2.0,0
7800,11,176000.0,1364,100,5.9,45.0,525000,13.17115354157376,False,True,False,False,False,False,2.0,0
7801,7,208000.0,1598,110,3.7,52.0,650000,13.38472764187182,False,True,False,False,False,False,1.0,0
7802,13,154000.0,1248,75,4.6,45.0,410000,12.92391243868049,False,True,False,False,False,False,1.0,0
7803,6,195000.0,1598,136,5.1,62.0,1130000,13.937728190688523,False,True,False,False,False,False,2.0,1
7804,7,139000.0,1229,70,5.4,45.0,560000,13.235692062711331,False,True,False,False,False,False,1.0,1
7805,9,148000.0,1598,136,3.9,56.0,730000,13.500799813124575,False,True,False,False,False,False,1.0,0
7806,7,104145.0,1364,140,6.7,56.0,789000,13.578521599828012,False,True,False,False,False,False,2.0,1
7807,10,255000.0,1248,75,4.2,45.0,375000,12.834681304952548,False,True,False,False,False,False,1.0,0
7808,10,174500.0,1248,75,4.2,45.0,407900,12.91877732530565,False,True,False,False,False,False,1.0,1
7809,12,165555.0,1248,90,5.1,52.0,610000,13.321214236149494,False,True,False,False,False,False,1.0,1
7810,8,56000.0,1598,115,6.5,56.0,755000,13.534473028231162,False,True,False,False,False,False,1.0,1
7811,11,115000.0,1598,115,6.6,56.0,620000,13.337474757021274,False,True,False,False,False,False,1.0,1
7812,4,46000.0,1364,140,6.2,56.0,820000,13.617059619240436,False,True,False,False,False,False,1.0,1
7813,13,193000.0,1248,90,5.0,52.0,500000,13.122363377404328,False,True,False,False,False,False,1.5,1
7814,9,109000.0,1364,140,6.8,56.0,580000,13.270783382522602,False,True,False,False,False,False,2.0,0
7815,11,118000.0,1248,95,4.2,56.0,600000,13.304684934198283,False,True,False,False,False,False,1.0,1
7817,6,180000.0,1598,136,5.1,56.0,687000,13.440089571204487,False,True,False,False,False,False,2.0,0
7818,2,26400.0,1199,145,4.3,48.0,948000,13.762109781237159,False,True,False,False,False,False,1.0,1
7820,12,187000.0,1598,115,6.3,52.0,620000,13.337474757021274,False,True,False,False,False,False,1.5,0
7821,12,184600.0,1364,90,5.9,52.0,515000,13.151922179645874,False,True,False,False,False,False,1.5,0
7822,9,110000.0,1364,140,6.7,56.0,755000,13.534473028231162,False,True,False,False,False,False,2.0,1
7823,5,91405.0,1598,115,6.5,56.0,765000,13.547631112808673,False,True,False,False,False,False,1.0,1
7824,11,126000.0,1364,140,6.2,56.0,725000,13.493926933836812,False,True,False,False,False,False,1.0,0
7825,13,193000.0,1248,90,4.8,52.0,475000,13.071070083016778,False,True,False,False,False,False,1.0,1
7827,11,98000.0,1229,85,5.1,45.0,645000,13.37700559577791,False,True,False,False,False,False,1.5,1
7828,2,7200.0,1199,100,4.3,44.0,995000,13.81049801614073,False,True,False,False,False,False,2.0,1
7829,3,90800.0,1364,140,6.7,56.0,829500,13.628578388612636,False,True,False,False,False,False,2.0,1
7830,13,185000.0,1364,100,5.5,45.0,547500,13.213117740672793,False,True,False,False,False,False,2.0,0
7831,6,150000.0,1598,136,5.1,56.0,739000,13.513053199930338,False,True,False,False,False,False,2.0,1
7832,9,48000.0,1364,100,5.5,45.0,657000,13.395439297466748,False,True,False,False,False,False,1.0,1
7834,11,232000.0,1598,115,6.6,52.0,489750,13.101650335806788,False,True,False,False,False,False,1.5,0
7835,7,124500.0,1399,150,5.5,52.0,900000,13.710150042306449,False,True,False,False,False,False,2.0,0
7838,12,185000.0,1364,90,5.9,52.0,515000,13.151922179645874,False,True,False,False,False,False,1.5,0
7839,4,58000.0,1364,140,6.2,56.0,799000,13.591116224748411,False,True,False,False,False,False,1.0,1
7840,6,50000.0,1598,115,6.5,56.0,870000,13.676248490630767,False,True,False,False,False,False,1.0,1
7841,7,152000.0,1598,115,6.5,56.0,675000,13.422467969854667,False,True,False,False,False,False,1.0,1
7842,7,106000.0,1399,150,5.5,52.0,805000,13.5985975564007,False,True,False,False,False,False,1.0,1
7843,11,64500.0,1598,115,6.5,52.0,629900,13.353316355610021,False,True,False,False,False,False,1.0,1
7844,4,61000.0,1364,140,6.2,56.0,845000,13.64709190633931,False,True,False,False,False,False,1.0,1
7845,8,68000.0,1364,140,6.8,56.0,815000,13.610943392223,False,True,False,False,False,False,2.0,1
7846,12,144000.0,1598,115,7.1,56.0,630000,13.353475098367715,False,True,False,False,False,False,2.0,0
7847,11,164500.0,1598,115,6.6,56.0,650000,13.38472764187182,False,True,False,False,False,False,1.0,0
7849,7,108000.0,1598,115,6.3,56.0,800000,13.592367006650065,False,True,False,False,False,False,1.0,1
7850,13,170000.0,1598,115,6.5,52.0,520000,13.16158409055761,False,True,False,False,False,False,1.0,0
7851,7,103000.0,1598,136,5.1,56.0,745000,13.521139497361697,False,True,False,False,False,False,2.0,0
7852,9,145000.0,1598,136,4.2,56.0,665000,13.407542319637992,False,True,False,False,False,False,1.0,1
7853,10,210000.0,1248,95,4.2,56.0,650000,13.38472764187182,False,True,False,False,False,False,1.0,1
7854,12,202000.0,1248,90,4.8,52.0,530000,13.180632285528304,False,True,False,False,False,False,1.0,0
7856,11,138000.0,1598,115,6.5,52.0,580000,13.270783382522602,False,True,False,False,False,False,1.0,1
7857,9,53500.0,1364,140,6.8,56.0,722750,13.490818659878592,False,True,False,False,False,False,2.0,0
7858,6,93000.0,1598,115,6.5,56.0,695000,13.45166712454693,False,True,False,False,False,False,1.0,1
7859,1,47000.0,1199,75,4.1,40.0,792500,13.582947784733573,False,True,False,False,False,False,1.0,1
7860,3,60000.0,1598,136,5.1,62.0,950000,13.764217263576723,False,True,False,False,False,False,2.0,1
7861,11,74900.0,1364,100,5.9,45.0,569000,13.251635713108469,False,True,False,False,False,False,2.0,0
7862,10,170000.0,1598,115,6.5,52.0,542000,13.203021280421783,False,True,False,False,False,False,1.0,1
7863,9,90000.0,1364,140,6.8,56.0,716500,13.482133526250363,False,True,False,False,False,False,2.0,1
7864,4,24000.0,1364,140,6.2,56.0,797000,13.588609957772352,False,True,False,False,False,False,1.0,1
7865,6,83000.0,1598,136,5.1,56.0,960000,13.77468856344402,False,True,False,False,False,False,2.0,1
7866,9,215000.0,1248,95,4.2,56.0,660000,13.399995114002609,False,True,False,False,False,False,1.0,0
7867,5,97000.0,1364,140,6.7,56.0,1125000,13.933293593620657,False,True,False,False,False,False,2.0,1
7868,4,28424.0,1598,136,5.1,62.0,1295000,14.074021253115776,False,True,False,False,False,False,2.0,1
7869,6,103000.0,1598,136,5.1,56.0,749750,13.527495096611256,False,True,False,False,False,False,2.0,0
7870,8,126736.0,1598,115,6.6,56.0,659750,13.39961625436557,False,True,False,False,False,False,1.0,0
7871,4,8500.0,1398,90,6.0,45.0,805000,13.5985975564007,False,True,False,False,False,False,2.0,1
7872,8,146000.0,1398,90,6.0,45.0,675000,13.422467969854667,False,True,False,False,False,False,2.0,1
7873,1,20000.0,1199,100,4.3,44.0,860000,13.664687668229691,False,True,False,False,False,False,2.0,1
7874,7,93000.0,1598,115,6.5,56.0,715000,13.480037821676145,False,True,False,False,False,False,1.0,1
7875,6,64000.0,1229,70,5.4,45.0,645000,13.37700559577791,False,True,False,False,False,False,1.0,0
7876,11,144000.0,1598,115,7.1,56.0,700000,13.458835614025542,False,True,False,False,False,False,2.0,0
7877,8,157000.0,1598,136,3.9,56.0,725000,13.493926933836812,False,True,False,False,False,False,1.0,1
7878,10,205000.0,1248,75,4.2,45.0,560000,13.235692062711331,False,True,False,False,False,False,1.0,0
7879,8,86800.0,1598,115,6.6,56.0,690000,13.444446876573442,False,True,False,False,False,False,1.0,1
7880,4,59000.0,1364,140,6.7,56.0,850000,13.652991628466498,False,True,False,False,False,False,2.0,1
7882,9,60000.0,1229,85,5.3,45.0,610000,13.321214236149494,False,True,False,False,False,False,1.0,1
7883,10,173000.0,1598,115,6.5,52.0,590000,13.287877815881902,False,True,False,False,False,False,1.0,1
7884,6,89000.0,1399,100,5.5,48.0,790000,13.579788224443204,False,True,False,False,False,False,1.0,1
7885,10,233000.0,1248,95,4.2,56.0,560000,13.235692062711331,False,True,False,False,False,False,1.0,0
7886,11,145000.0,1248,95,4.1,56.0,645000,13.37700559577791,False,True,False,False,False,False,1.0,0
7887,9,157500.0,1229,85,5.3,45.0,517000,13.155798153490567,False,True,False,False,False,False,1.0,0
7888,6,56000.0,1598,136,4.6,52.0,1130000,13.937728190688523,False,True,False,False,False,False,2.0,1
7889,11,245000.0,1248,95,4.2,56.0,645000,13.37700559577791,False,True,False,False,False,False,1.0,0
7890,11,58000.0,1364,140,6.8,56.0,750000,13.527828485512494,False,True,False,False,False,False,2.0,0
7891,12,236000.0,1364,140,7.0,56.0,665000,13.407542319637992,False,True,False,False,False,False,2.0,1
7892,11,325000.0,1248,95,4.1,56.0,535000,13.190022025878143,False,True,False,False,False,False,1.0,1
7893,7,62000.0,1598,115,6.5,56.0,810000,13.604789526648622,False,True,False,False,False,False,1.0,1
7894,10,167050.0,1364,100,5.5,45.0,505000,13.132313708257497,False,True,False,False,False,False,1.0,1
7895,10,155350.0,1598,115,6.6,56.0,650000,13.38472764187182,False,True,False,False,False,False,1.0,0
7896,8,218000.0,1598,115,6.6,56.0,668000,13.412043452518782,False,True,False,False,False,False,1.0,0
7897,10,90500.0,1248,75,4.0,45.0,585000,13.279367126213993,False,True,False,False,False,False,1.0,1
7898,12,152000.0,1364,90,5.9,52.0,620000,13.337474757021274,False,True,False,False,False,False,1.5,1
7899,7,99000.0,1398,90,6.0,45.0,673500,13.420243274832556,False,True,False,False,False,False,2.0,1
7900,13,145375.0,1598,115,7.1,56.0,650000,13.38472764187182,False,True,False,False,False,False,2.0,1
7901,3,40000.0,1364,140,6.7,56.0,860000,13.664687668229691,False,True,False,False,False,False,2.0,0
7902,9,29200.0,1229,85,5.3,45.0,702000,13.461688683007948,False,True,False,False,False,False,1.0,1
7903,5,104000.0,1598,136,4.6,52.0,1045000,13.85952744338105,False,True,False,False,False,False,2.0,1
7904,9,126000.0,1598,136,4.2,56.0,790000,13.579788224443204,False,True,False,False,False,False,1.0,0
7905,9,129000.0,1248,75,4.2,45.0,430000,12.971540487669746,False,True,False,False,False,False,1.0,1
7906,3,57500.0,1199,130,4.5,44.0,910000,13.721199878493033,False,True,False,False,False,False,2.0,1
7907,12,340000.0,1248,90,5.1,52.0,455000,13.028052697933088,False,True,False,False,False,False,1.0,0
7908,9,200000.0,1598,136,3.9,56.0,720000,13.487006490992238,False,True,False,False,False,False,1.0,1
7909,9,93000.0,1229,85,5.3,45.0,610000,13.321214236149494,False,True,False,False,False,False,1.0,1
7910,10,130000.0,1364,100,5.7,45.0,530000,13.180632285528304,False,True,False,False,False,False,2.0,0
7911,9,160000.0,1598,110,3.7,56.0,685000,13.437174117244362,False,True,False,False,False,False,1.0,1
7912,9,71500.0,1364,140,6.2,56.0,785000,13.573438996764546,False,True,False,False,False,False,1.0,1
7913,3,71000.0,1199,100,4.3,44.0,675000,13.422467969854667,False,True,False,False,False,False,2.0,1
7914,13,167000.0,1598,115,7.1,56.0,640000,13.369223455335854,False,True,False,False,False,False,2.0,0
7915,4,122000.0,1364,140,6.2,56.0,865000,13.670484785914017,False,True,False,False,False,False,1.0,1
7916,6,101000.0,1399,100,5.5,48.0,672000,13.418013619505286,False,True,False,False,False,False,1.0,0
7917,12,168000.0,1364,100,5.5,45.0,495000,13.112313041550827,False,True,False,False,False,False,1.0,0
7918,12,130000.0,1364,140,6.7,54.0,585000,13.279367126213993,False,True,False,False,False,False,1.0,0
7919,8,131000.0,1398,90,6.0,45.0,685000,13.437174117244362,False,True,False,False,False,False,2.0,0
7920,11,220000.0,1248,75,4.6,45.0,490000,13.102160670086809,False,True,False,False,False,False,1.0,1
7921,6,39500.0,1598,136,5.1,62.0,1320000,14.093142294562554,False,True,False,False,False,False,2.0,0
7922,7,97000.0,1598,136,4.6,52.0,948000,13.762109781237159,False,True,False,False,False,False,2.0,0
7923,7,273500.0,1598,136,5.1,56.0,650000,13.38472764187182,False,True,False,False,False,False,2.0,0
7924,11,129000.0,1229,85,5.3,45.0,527000,13.1749558275235,False,True,False,False,False,False,1.0,1
7925,12,175000.0,1364,140,7.0,56.0,573000,13.258640995696876,False,True,False,False,False,False,2.0,1
7926,5,32000.0,1598,115,6.5,56.0,855000,13.658856747918897,False,True,False,False,False,False,1.0,1
7927,10,124000.0,1598,115,6.5,52.0,620000,13.337474757021274,False,True,False,False,False,False,1.0,0
7928,11,115000.0,1364,100,5.5,45.0,620000,13.337474757021274,False,True,False,False,False,False,2.0,0
7932,13,142500.0,1364,90,6.1,52.0,575000,13.262125319779487,False,True,False,False,False,False,1.0,1
7933,7,82000.0,1598,115,6.5,56.0,753000,13.531820506782031,False,True,False,False,False,False,1.0,0
7934,13,165000.0,1598,115,7.1,56.0,640000,13.369223455335854,False,True,False,False,False,False,2.0,0
7935,9,235000.0,1598,136,3.9,56.0,600000,13.304684934198283,False,True,False,False,False,False,1.0,1
7936,12,166000.0,1248,90,4.9,52.0,470000,13.060487973686241,False,True,False,False,False,False,1.0,0
7937,11,274500.0,1248,90,5.0,52.0,535000,13.190022025878143,False,True,False,False,False,False,1.5,0
7939,6,80000.0,1598,115,6.5,56.0,760000,13.541073712262515,False,True,False,False,False,False,1.0,0
7940,9,229000.0,1248,95,4.2,56.0,600000,13.304684934198283,False,True,False,False,False,False,1.0,0
7941,7,45000.0,1399,150,5.5,52.0,870000,13.676248490630767,False,True,False,False,False,False,2.0,1
7942,10,199081.0,1364,140,6.8,56.0,700900,13.460120502488417,False,True,False,False,False,False,2.0,1
7944,0,6700.0,1199,100,4.3,44.0,800000,13.592367006650065,False,True,False,False,False,False,2.0,0
7945,10,160000.0,1598,115,6.5,52.0,535000,13.190022025878143,False,True,False,False,False,False,1.0,0
7946,10,177000.0,1598,115,6.5,52.0,647000,13.380101573483037,False,True,False,False,False,False,1.0,1
7947,10,174000.0,1598,115,6.5,52.0,585000,13.279367126213993,False,True,False,False,False,False,1.0,0
7948,10,210000.0,1248,75,4.0,45.0,550500,13.218582235144872,False,True,False,False,False,False,1.0,1
7949,10,58250.0,1598,115,6.3,52.0,710000,13.473020249017498,False,True,False,False,False,False,1.5,1
7950,7,220000.0,1598,136,4.6,52.0,675000,13.422467969854667,False,True,False,False,False,False,2.0,1
7951,6,117000.0,1598,136,4.3,62.0,1050000,13.864300722133706,False,True,False,False,False,False,1.0,0
7952,10,123000.0,1364,140,6.7,56.0,750000,13.527828485512494,False,True,False,False,False,False,2.0,0
7953,9,119500.0,1364,140,6.8,56.0,755000,13.534473028231162,False,True,False,False,False,False,2.0,0
7954,6,110000.0,1598,115,6.5,56.0,635000,13.36138027787483,False,True,False,False,False,False,1.0,0
7955,0,6001.0,1199,100,4.3,44.0,965000,13.779883380321124,False,True,False,False,False,False,2.0,1
7957,10,220000.0,1248,95,4.2,56.0,580000,13.270783382522602,False,True,False,False,False,False,1.0,0
7958,7,103500.0,1598,136,5.1,56.0,805000,13.5985975564007,False,True,False,False,False,False,2.0,1
7959,5,10000.0,1398,90,6.0,45.0,869000,13.67509840424753,False,True,False,False,False,False,2.0,1
7960,13,196000.0,1229,85,5.3,45.0,425000,12.959844447906553,False,True,False,False,False,False,1.0,1
7961,7,70000.0,1398,90,6.0,45.0,725000,13.493926933836812,False,True,False,False,False,False,2.0,0
7962,8,107000.0,1398,90,6.0,45.0,665000,13.407542319637992,False,True,False,False,False,False,2.0,0
7963,5,81000.0,1598,136,5.1,62.0,1185000,13.985253332551368,False,True,False,False,False,False,2.0,1
7964,11,219000.0,1248,75,4.0,45.0,540000,13.199324418540456,False,True,False,False,False,False,1.0,1
7965,7,43042.0,1598,115,6.5,56.0,865000,13.670484785914017,False,True,False,False,False,False,1.0,1
7966,9,66305.0,1229,85,5.3,45.0,665000,13.407542319637992,False,True,False,False,False,False,1.0,1
7967,3,75100.0,1364,140,6.7,56.0,805000,13.5985975564007,False,True,False,False,False,False,2.0,1
7968,10,117850.0,1364,140,6.8,56.0,670000,13.415032991367148,False,True,False,False,False,False,2.0,0
7969,10,171000.0,1364,140,6.8,56.0,695000,13.45166712454693,False,True,False,False,False,False,2.0,0
7970,9,171000.0,1598,115,6.5,56.0,638000,13.366093562326927,False,True,False,False,False,False,1.0,1
7971,11,169000.0,1248,90,4.9,52.0,615000,13.329377546788654,False,True,False,False,False,False,1.0,1
7973,11,198000.0,1248,90,4.8,45.0,555000,13.226723392728571,False,True,False,False,False,False,1.0,1
7974,11,156000.0,1248,75,4.0,45.0,575000,13.262125319779487,False,True,False,False,False,False,1.0,1
7975,13,185000.0,1248,75,4.6,45.0,414000,12.933621252807452,False,True,False,False,False,False,1.0,1
7979,12,148031.0,1364,140,7.0,56.0,719900,13.486867592457394,False,True,False,False,False,False,2.0,1
7980,8,132000.0,1398,90,6.0,45.0,590000,13.287877815881902,False,True,False,False,False,False,2.0,1
7981,12,156000.0,1248,90,5.0,52.0,565000,13.244581010128577,False,True,False,False,False,False,1.5,0
7982,0,11000.0,1199,130,4.5,44.0,1060000,13.87377946608825,False,True,False,False,False,False,2.0,1
7983,4,50000.0,1399,150,5.5,52.0,955000,13.769466619462868,False,True,False,False,False,False,2.0,1
7984,10,136000.0,1229,85,5.1,45.0,529000,13.178743710840436,False,True,False,False,False,False,1.5,1
7985,11,189000.0,1248,95,4.1,56.0,600000,13.304684934198283,False,True,False,False,False,False,1.0,0
7986,7,160000.0,1598,115,6.5,56.0,675000,13.422467969854667,False,True,False,False,False,False,1.0,1
7987,6,105000.0,1598,136,5.1,56.0,835000,13.635187003832993,False,True,False,False,False,False,2.0,1
7988,11,161000.0,1248,95,4.2,56.0,720000,13.487006490992238,False,True,False,False,False,False,1.0,1
7989,4,26500.0,1398,90,6.0,45.0,790000,13.579788224443204,False,True,False,False,False,False,2.0,1
7990,8,146000.0,1598,110,4.0,56.0,705000,13.465953081794405,False,True,False,False,False,False,1.0,0
7991,10,143000.0,1598,115,6.5,56.0,650000,13.38472764187182,False,True,False,False,False,False,1.0,0
7992,6,95000.0,1598,115,6.5,56.0,779000,13.565766324852886,False,True,False,False,False,False,1.0,1
7995,13,236155.0,1248,70,4.5,44.0,499900,13.122163357401663,False,True,False,False,False,False,1.0,0
7996,12,179000.0,1248,75,4.2,45.0,535000,13.190022025878143,False,True,False,False,False,False,1.0,0
7997,11,46500.0,1598,115,6.5,52.0,620000,13.337474757021274,False,True,False,False,False,False,1.0,1
